name,type,metric,pos,num
Simplicial_complexes_and_boolean_functions,concept_pos,betweenness,49,5
Simplicial_complexes_and_boolean_functions,concept_pos,betweenness,16,5
Simplicial_complexes_and_boolean_functions,concept_pos,betweenness,53,5
Simplicial_complexes_and_boolean_functions,concept_pos,clustering,23,5
Simplicial_complexes_and_boolean_functions,concept_pos,clustering,33,5
Simplicial_complexes_and_boolean_functions,concept_pos,clustering,20,5
Simplicial_complexes_and_boolean_functions,concept_pos,clustering,24,5
Simplicial_complexes_and_boolean_functions,concept_pos,clustering,18,5
Simplicial_complexes_and_boolean_functions,concept,eigenvector,14,5
Simplicial_complexes_and_boolean_functions,concept,eigenvector,9,5
Simplicial_complexes_and_boolean_functions,concept,eigenvector,17,5
Simplicial_complexes_and_boolean_functions,concept,eigenvector,18,5
Simplicial_complexes_and_boolean_functions,concept,eigenvector,31,5
Simplicial_complexes_and_boolean_functions,concept,in_degree,7,5
Simplicial_complexes_and_boolean_functions,concept,in_degree,1,5
Simplicial_complexes_and_boolean_functions,concept,in_degree,10,5
Simplicial_complexes_and_boolean_functions,concept,in_degree,18,5
Simplicial_complexes_and_boolean_functions,concept,in_degree,28,5
Simplicial_complexes_and_boolean_functions,concept,closeness,10,5
Simplicial_complexes_and_boolean_functions,concept,closeness,2,5
Simplicial_complexes_and_boolean_functions,concept,closeness,12,5
Simplicial_complexes_and_boolean_functions,concept,closeness,17,5
Simplicial_complexes_and_boolean_functions,concept,closeness,30,5
Simplicial_complexes_and_boolean_functions,concept,betweenness,30,5
Simplicial_complexes_and_boolean_functions,concept,betweenness,2,5
Simplicial_complexes_and_boolean_functions,concept,betweenness,49,5
Simplicial_complexes_and_boolean_functions,concept,betweenness,16,5
Simplicial_complexes_and_boolean_functions,concept,betweenness,53,5
Simplicial_complexes_and_boolean_functions,concept,clustering,23,5
Simplicial_complexes_and_boolean_functions,concept,clustering,33,5
Simplicial_complexes_and_boolean_functions,concept,clustering,20,5
Simplicial_complexes_and_boolean_functions,concept,clustering,24,5
Simplicial_complexes_and_boolean_functions,concept,clustering,18,5
Free-Groups,theorems_pos,eigenvector,61,3
Free-Groups,theorems_pos,eigenvector,94,3
Free-Groups,theorems_pos,eigenvector,98,3
Free-Groups,theorems_pos,in_degree,44,3
Free-Groups,theorems_pos,in_degree,94,3
Free-Groups,theorems_pos,in_degree,98,3
Free-Groups,theorems_pos,closeness,63,3
Free-Groups,theorems_pos,closeness,94,3
Free-Groups,theorems_pos,closeness,98,3
Free-Groups,theorems_pos,betweenness,9,3
Free-Groups,theorems_pos,betweenness,92,3
Free-Groups,theorems_pos,betweenness,96,3
Free-Groups,theorems_pos,clustering,47,3
Free-Groups,theorems_pos,clustering,14,3
Free-Groups,theorems_pos,clustering,80,3
Free-Groups,theorems,eigenvector,61,3
Free-Groups,theorems,eigenvector,94,3
Free-Groups,theorems,eigenvector,98,3
Free-Groups,theorems,in_degree,44,3
Free-Groups,theorems,in_degree,94,3
Free-Groups,theorems,in_degree,98,3
Free-Groups,theorems,closeness,63,3
Free-Groups,theorems,closeness,94,3
Free-Groups,theorems,closeness,98,3
Free-Groups,theorems,betweenness,9,3
Free-Groups,theorems,betweenness,92,3
Free-Groups,theorems,betweenness,96,3
Free-Groups,theorems,clustering,47,3
Free-Groups,theorems,clustering,14,3
Free-Groups,theorems,clustering,80,3
Free-Groups,theorems_thm,eigenvector,61,3
Free-Groups,theorems_thm,eigenvector,94,3
Free-Groups,theorems_thm,eigenvector,98,3
Free-Groups,theorems_thm,in_degree,44,3
Free-Groups,theorems_thm,in_degree,94,3
Free-Groups,theorems_thm,in_degree,98,3
Free-Groups,theorems_thm,closeness,63,3
Free-Groups,theorems_thm,closeness,94,3
Free-Groups,theorems_thm,closeness,98,3
Free-Groups,theorems_thm,betweenness,9,3
Free-Groups,theorems_thm,betweenness,92,3
Free-Groups,theorems_thm,betweenness,96,3
Free-Groups,theorems_thm,clustering,20,3
Free-Groups,theorems_thm,clustering,19,3
Free-Groups,theorems_thm,clustering,35,3
Free-Groups,theorems_thm_pos,eigenvector,61,3
Free-Groups,theorems_thm_pos,eigenvector,94,3
Free-Groups,theorems_thm_pos,eigenvector,98,3
Free-Groups,theorems_thm_pos,in_degree,44,3
Free-Groups,theorems_thm_pos,in_degree,94,3
Free-Groups,theorems_thm_pos,in_degree,98,3
Free-Groups,theorems_thm_pos,closeness,63,3
Free-Groups,theorems_thm_pos,closeness,94,3
Free-Groups,theorems_thm_pos,closeness,98,3
Free-Groups,theorems_thm_pos,betweenness,9,3
Free-Groups,theorems_thm_pos,betweenness,92,3
Free-Groups,theorems_thm_pos,betweenness,96,3
Free-Groups,theorems_thm_pos,clustering,20,3
Free-Groups,theorems_thm_pos,clustering,19,3
Free-Groups,theorems_thm_pos,clustering,35,3
Free-Groups,concept_pos,eigenvector,11,2
Free-Groups,concept_pos,eigenvector,12,2
Free-Groups,concept_pos,in_degree,1,2
Free-Groups,concept_pos,in_degree,7,2
Free-Groups,concept_pos,closeness,8,2
Free-Groups,concept_pos,closeness,11,2
Free-Groups,concept_pos,betweenness,16,2
Free-Groups,concept_pos,betweenness,19,2
Free-Groups,concept_pos,clustering,7,2
Free-Groups,concept_pos,clustering,4,2
Free-Groups,concept,eigenvector,11,2
Free-Groups,concept,eigenvector,12,2
Free-Groups,concept,in_degree,1,2
Free-Groups,concept,in_degree,7,2
Free-Groups,concept,closeness,8,2
Free-Groups,concept,closeness,11,2
Free-Groups,concept,betweenness,16,2
Free-Groups,concept,betweenness,19,2
Free-Groups,concept,clustering,7,2
Free-Groups,concept,clustering,4,2
Name_Carrying_Type_Inference,theorems_pos,eigenvector,213,4
Name_Carrying_Type_Inference,theorems_pos,eigenvector,286,4
Name_Carrying_Type_Inference,theorems_pos,eigenvector,283,4
Name_Carrying_Type_Inference,theorems_pos,eigenvector,290,4
Name_Carrying_Type_Inference,theorems_pos,in_degree,209,4
Name_Carrying_Type_Inference,theorems_pos,in_degree,258,4
Name_Carrying_Type_Inference,theorems_pos,in_degree,242,4
Name_Carrying_Type_Inference,theorems_pos,in_degree,280,4
Name_Carrying_Type_Inference,theorems_pos,closeness,230,4
Name_Carrying_Type_Inference,theorems_pos,closeness,286,4
Name_Carrying_Type_Inference,theorems_pos,closeness,285,4
Name_Carrying_Type_Inference,theorems_pos,closeness,290,4
Name_Carrying_Type_Inference,theorems_pos,betweenness,123,4
Name_Carrying_Type_Inference,theorems_pos,betweenness,149,4
Name_Carrying_Type_Inference,theorems_pos,betweenness,115,4
Name_Carrying_Type_Inference,theorems_pos,betweenness,111,4
Name_Carrying_Type_Inference,theorems_pos,clustering,66,4
Name_Carrying_Type_Inference,theorems_pos,clustering,30,4
Name_Carrying_Type_Inference,theorems_pos,clustering,44,4
Name_Carrying_Type_Inference,theorems_pos,clustering,20,4
Name_Carrying_Type_Inference,theorems,eigenvector,213,4
Name_Carrying_Type_Inference,theorems,eigenvector,286,4
Name_Carrying_Type_Inference,theorems,eigenvector,283,4
Name_Carrying_Type_Inference,theorems,eigenvector,290,4
Name_Carrying_Type_Inference,theorems,in_degree,209,4
Name_Carrying_Type_Inference,theorems,in_degree,258,4
Name_Carrying_Type_Inference,theorems,in_degree,242,4
Name_Carrying_Type_Inference,theorems,in_degree,280,4
Name_Carrying_Type_Inference,theorems,closeness,230,4
Name_Carrying_Type_Inference,theorems,closeness,286,4
Name_Carrying_Type_Inference,theorems,closeness,285,4
Name_Carrying_Type_Inference,theorems,closeness,290,4
Name_Carrying_Type_Inference,theorems,betweenness,123,4
Name_Carrying_Type_Inference,theorems,betweenness,149,4
Name_Carrying_Type_Inference,theorems,betweenness,115,4
Name_Carrying_Type_Inference,theorems,betweenness,111,4
Name_Carrying_Type_Inference,theorems,clustering,66,4
Name_Carrying_Type_Inference,theorems,clustering,30,4
Name_Carrying_Type_Inference,theorems,clustering,44,4
Name_Carrying_Type_Inference,theorems,clustering,20,4
Name_Carrying_Type_Inference,theorems_thm,eigenvector,216,4
Name_Carrying_Type_Inference,theorems_thm,eigenvector,286,4
Name_Carrying_Type_Inference,theorems_thm,eigenvector,283,4
Name_Carrying_Type_Inference,theorems_thm,eigenvector,290,4
Name_Carrying_Type_Inference,theorems_thm,in_degree,209,4
Name_Carrying_Type_Inference,theorems_thm,in_degree,258,4
Name_Carrying_Type_Inference,theorems_thm,in_degree,242,4
Name_Carrying_Type_Inference,theorems_thm,in_degree,280,4
Name_Carrying_Type_Inference,theorems_thm,closeness,228,4
Name_Carrying_Type_Inference,theorems_thm,closeness,286,4
Name_Carrying_Type_Inference,theorems_thm,closeness,285,4
Name_Carrying_Type_Inference,theorems_thm,closeness,290,4
Name_Carrying_Type_Inference,theorems_thm,betweenness,112,4
Name_Carrying_Type_Inference,theorems_thm,betweenness,150,4
Name_Carrying_Type_Inference,theorems_thm,betweenness,107,4
Name_Carrying_Type_Inference,theorems_thm,betweenness,102,4
Name_Carrying_Type_Inference,theorems_thm,clustering,162,4
Name_Carrying_Type_Inference,theorems_thm,clustering,121,4
Name_Carrying_Type_Inference,theorems_thm,clustering,87,4
Name_Carrying_Type_Inference,theorems_thm,clustering,86,4
Name_Carrying_Type_Inference,theorems_thm_pos,eigenvector,216,4
Name_Carrying_Type_Inference,theorems_thm_pos,eigenvector,286,4
Name_Carrying_Type_Inference,theorems_thm_pos,eigenvector,283,4
Name_Carrying_Type_Inference,theorems_thm_pos,eigenvector,290,4
Name_Carrying_Type_Inference,theorems_thm_pos,in_degree,209,4
Name_Carrying_Type_Inference,theorems_thm_pos,in_degree,258,4
Name_Carrying_Type_Inference,theorems_thm_pos,in_degree,242,4
Name_Carrying_Type_Inference,theorems_thm_pos,in_degree,280,4
Name_Carrying_Type_Inference,theorems_thm_pos,closeness,228,4
Name_Carrying_Type_Inference,theorems_thm_pos,closeness,286,4
Name_Carrying_Type_Inference,theorems_thm_pos,closeness,285,4
Name_Carrying_Type_Inference,theorems_thm_pos,closeness,290,4
Name_Carrying_Type_Inference,theorems_thm_pos,betweenness,112,4
Name_Carrying_Type_Inference,theorems_thm_pos,betweenness,150,4
Name_Carrying_Type_Inference,theorems_thm_pos,betweenness,107,4
Name_Carrying_Type_Inference,theorems_thm_pos,betweenness,102,4
Name_Carrying_Type_Inference,theorems_thm_pos,clustering,162,4
Name_Carrying_Type_Inference,theorems_thm_pos,clustering,121,4
Name_Carrying_Type_Inference,theorems_thm_pos,clustering,87,4
Name_Carrying_Type_Inference,theorems_thm_pos,clustering,86,4
Name_Carrying_Type_Inference,concept_pos,eigenvector,23,1
Name_Carrying_Type_Inference,concept_pos,in_degree,2,1
Name_Carrying_Type_Inference,concept_pos,closeness,2,1
Name_Carrying_Type_Inference,concept_pos,betweenness,5,1
Name_Carrying_Type_Inference,concept_pos,clustering,21,1
Name_Carrying_Type_Inference,concept,eigenvector,-1,1
Name_Carrying_Type_Inference,concept,in_degree,-1,1
Name_Carrying_Type_Inference,concept,closeness,-1,1
Name_Carrying_Type_Inference,concept,betweenness,-1,1
Name_Carrying_Type_Inference,concept,clustering,-1,1
TESL_Language,theorems_pos,eigenvector,215,4
TESL_Language,theorems_pos,eigenvector,155,4
TESL_Language,theorems_pos,eigenvector,205,4
TESL_Language,theorems_pos,eigenvector,220,4
TESL_Language,theorems_pos,in_degree,215,4
TESL_Language,theorems_pos,in_degree,150,4
TESL_Language,theorems_pos,in_degree,205,4
TESL_Language,theorems_pos,in_degree,220,4
TESL_Language,theorems_pos,closeness,215,4
TESL_Language,theorems_pos,closeness,155,4
TESL_Language,theorems_pos,closeness,205,4
TESL_Language,theorems_pos,closeness,220,4
TESL_Language,theorems_pos,betweenness,214,4
TESL_Language,theorems_pos,betweenness,13,4
TESL_Language,theorems_pos,betweenness,204,4
TESL_Language,theorems_pos,betweenness,220,4
TESL_Language,theorems_pos,clustering,87,4
TESL_Language,theorems_pos,clustering,97,4
TESL_Language,theorems_pos,clustering,102,4
TESL_Language,theorems_pos,clustering,131,4
TESL_Language,theorems,eigenvector,215,4
TESL_Language,theorems,eigenvector,155,4
TESL_Language,theorems,eigenvector,205,4
TESL_Language,theorems,eigenvector,220,4
TESL_Language,theorems,in_degree,215,4
TESL_Language,theorems,in_degree,150,4
TESL_Language,theorems,in_degree,205,4
TESL_Language,theorems,in_degree,220,4
TESL_Language,theorems,closeness,215,4
TESL_Language,theorems,closeness,155,4
TESL_Language,theorems,closeness,205,4
TESL_Language,theorems,closeness,220,4
TESL_Language,theorems,betweenness,214,4
TESL_Language,theorems,betweenness,13,4
TESL_Language,theorems,betweenness,204,4
TESL_Language,theorems,betweenness,220,4
TESL_Language,theorems,clustering,87,4
TESL_Language,theorems,clustering,97,4
TESL_Language,theorems,clustering,102,4
TESL_Language,theorems,clustering,131,4
TESL_Language,theorems_thm,eigenvector,215,4
TESL_Language,theorems_thm,eigenvector,155,4
TESL_Language,theorems_thm,eigenvector,205,4
TESL_Language,theorems_thm,eigenvector,220,4
TESL_Language,theorems_thm,in_degree,215,4
TESL_Language,theorems_thm,in_degree,150,4
TESL_Language,theorems_thm,in_degree,205,4
TESL_Language,theorems_thm,in_degree,220,4
TESL_Language,theorems_thm,closeness,215,4
TESL_Language,theorems_thm,closeness,155,4
TESL_Language,theorems_thm,closeness,205,4
TESL_Language,theorems_thm,closeness,220,4
TESL_Language,theorems_thm,betweenness,211,4
TESL_Language,theorems_thm,betweenness,13,4
TESL_Language,theorems_thm,betweenness,199,4
TESL_Language,theorems_thm,betweenness,217,4
TESL_Language,theorems_thm,clustering,63,4
TESL_Language,theorems_thm,clustering,52,4
TESL_Language,theorems_thm,clustering,48,4
TESL_Language,theorems_thm,clustering,107,4
TESL_Language,theorems_thm_pos,eigenvector,215,4
TESL_Language,theorems_thm_pos,eigenvector,155,4
TESL_Language,theorems_thm_pos,eigenvector,205,4
TESL_Language,theorems_thm_pos,eigenvector,220,4
TESL_Language,theorems_thm_pos,in_degree,215,4
TESL_Language,theorems_thm_pos,in_degree,150,4
TESL_Language,theorems_thm_pos,in_degree,205,4
TESL_Language,theorems_thm_pos,in_degree,220,4
TESL_Language,theorems_thm_pos,closeness,215,4
TESL_Language,theorems_thm_pos,closeness,155,4
TESL_Language,theorems_thm_pos,closeness,205,4
TESL_Language,theorems_thm_pos,closeness,220,4
TESL_Language,theorems_thm_pos,betweenness,211,4
TESL_Language,theorems_thm_pos,betweenness,13,4
TESL_Language,theorems_thm_pos,betweenness,199,4
TESL_Language,theorems_thm_pos,betweenness,217,4
TESL_Language,theorems_thm_pos,clustering,63,4
TESL_Language,theorems_thm_pos,clustering,52,4
TESL_Language,theorems_thm_pos,clustering,48,4
TESL_Language,theorems_thm_pos,clustering,107,4
TESL_Language,concept_pos,eigenvector,0,7
TESL_Language,concept_pos,eigenvector,7,7
TESL_Language,concept_pos,eigenvector,10,7
TESL_Language,concept_pos,eigenvector,56,7
TESL_Language,concept_pos,eigenvector,35,7
TESL_Language,concept_pos,eigenvector,32,7
TESL_Language,concept_pos,eigenvector,37,7
TESL_Language,concept_pos,in_degree,0,7
TESL_Language,concept_pos,in_degree,4,7
TESL_Language,concept_pos,in_degree,13,7
TESL_Language,concept_pos,in_degree,58,7
TESL_Language,concept_pos,in_degree,35,7
TESL_Language,concept_pos,in_degree,11,7
TESL_Language,concept_pos,in_degree,24,7
TESL_Language,concept_pos,closeness,0,7
TESL_Language,concept_pos,closeness,6,7
TESL_Language,concept_pos,closeness,20,7
TESL_Language,concept_pos,closeness,59,7
TESL_Language,concept_pos,closeness,36,7
TESL_Language,concept_pos,closeness,19,7
TESL_Language,concept_pos,closeness,31,7
TESL_Language,concept_pos,betweenness,2,7
TESL_Language,concept_pos,betweenness,10,7
TESL_Language,concept_pos,betweenness,21,7
TESL_Language,concept_pos,betweenness,43,7
TESL_Language,concept_pos,betweenness,74,7
TESL_Language,concept_pos,betweenness,39,7
TESL_Language,concept_pos,betweenness,53,7
TESL_Language,concept_pos,clustering,-1,7
TESL_Language,concept_pos,clustering,75,7
TESL_Language,concept_pos,clustering,65,7
TESL_Language,concept_pos,clustering,38,7
TESL_Language,concept_pos,clustering,55,7
TESL_Language,concept_pos,clustering,68,7
TESL_Language,concept_pos,clustering,56,7
TESL_Language,concept,eigenvector,0,7
TESL_Language,concept,eigenvector,7,7
TESL_Language,concept,eigenvector,10,7
TESL_Language,concept,eigenvector,56,7
TESL_Language,concept,eigenvector,35,7
TESL_Language,concept,eigenvector,32,7
TESL_Language,concept,eigenvector,37,7
TESL_Language,concept,in_degree,0,7
TESL_Language,concept,in_degree,4,7
TESL_Language,concept,in_degree,13,7
TESL_Language,concept,in_degree,58,7
TESL_Language,concept,in_degree,35,7
TESL_Language,concept,in_degree,11,7
TESL_Language,concept,in_degree,24,7
TESL_Language,concept,closeness,0,7
TESL_Language,concept,closeness,6,7
TESL_Language,concept,closeness,20,7
TESL_Language,concept,closeness,59,7
TESL_Language,concept,closeness,36,7
TESL_Language,concept,closeness,19,7
TESL_Language,concept,closeness,31,7
TESL_Language,concept,betweenness,2,7
TESL_Language,concept,betweenness,10,7
TESL_Language,concept,betweenness,21,7
TESL_Language,concept,betweenness,43,7
TESL_Language,concept,betweenness,74,7
TESL_Language,concept,betweenness,39,7
TESL_Language,concept,betweenness,53,7
TESL_Language,concept,clustering,-1,7
TESL_Language,concept,clustering,75,7
TESL_Language,concept,clustering,65,7
TESL_Language,concept,clustering,38,7
TESL_Language,concept,clustering,55,7
TESL_Language,concept,clustering,68,7
TESL_Language,concept,clustering,56,7
Goodstein_Lambda,theorems_pos,eigenvector,46,3
Goodstein_Lambda,theorems_pos,eigenvector,29,3
Goodstein_Lambda,theorems_pos,eigenvector,34,3
Goodstein_Lambda,theorems_pos,in_degree,18,3
Goodstein_Lambda,theorems_pos,in_degree,14,3
Goodstein_Lambda,theorems_pos,in_degree,27,3
Goodstein_Lambda,theorems_pos,closeness,45,3
Goodstein_Lambda,theorems_pos,closeness,17,3
Goodstein_Lambda,theorems_pos,closeness,34,3
Goodstein_Lambda,theorems_pos,betweenness,14,3
Goodstein_Lambda,theorems_pos,betweenness,10,3
Goodstein_Lambda,theorems_pos,betweenness,4,3
Goodstein_Lambda,theorems_pos,clustering,14,3
Goodstein_Lambda,theorems_pos,clustering,25,3
Goodstein_Lambda,theorems_pos,clustering,53,3
Goodstein_Lambda,theorems,eigenvector,46,3
Goodstein_Lambda,theorems,eigenvector,29,3
Goodstein_Lambda,theorems,eigenvector,34,3
Goodstein_Lambda,theorems,in_degree,18,3
Goodstein_Lambda,theorems,in_degree,14,3
Goodstein_Lambda,theorems,in_degree,27,3
Goodstein_Lambda,theorems,closeness,45,3
Goodstein_Lambda,theorems,closeness,17,3
Goodstein_Lambda,theorems,closeness,34,3
Goodstein_Lambda,theorems,betweenness,14,3
Goodstein_Lambda,theorems,betweenness,10,3
Goodstein_Lambda,theorems,betweenness,4,3
Goodstein_Lambda,theorems,clustering,14,3
Goodstein_Lambda,theorems,clustering,25,3
Goodstein_Lambda,theorems,clustering,53,3
Goodstein_Lambda,theorems_thm,eigenvector,46,3
Goodstein_Lambda,theorems_thm,eigenvector,29,3
Goodstein_Lambda,theorems_thm,eigenvector,34,3
Goodstein_Lambda,theorems_thm,in_degree,18,3
Goodstein_Lambda,theorems_thm,in_degree,14,3
Goodstein_Lambda,theorems_thm,in_degree,27,3
Goodstein_Lambda,theorems_thm,closeness,45,3
Goodstein_Lambda,theorems_thm,closeness,17,3
Goodstein_Lambda,theorems_thm,closeness,34,3
Goodstein_Lambda,theorems_thm,betweenness,15,3
Goodstein_Lambda,theorems_thm,betweenness,10,3
Goodstein_Lambda,theorems_thm,betweenness,4,3
Goodstein_Lambda,theorems_thm,clustering,10,3
Goodstein_Lambda,theorems_thm,clustering,49,3
Goodstein_Lambda,theorems_thm,clustering,63,3
Goodstein_Lambda,theorems_thm_pos,eigenvector,46,3
Goodstein_Lambda,theorems_thm_pos,eigenvector,29,3
Goodstein_Lambda,theorems_thm_pos,eigenvector,34,3
Goodstein_Lambda,theorems_thm_pos,in_degree,18,3
Goodstein_Lambda,theorems_thm_pos,in_degree,14,3
Goodstein_Lambda,theorems_thm_pos,in_degree,27,3
Goodstein_Lambda,theorems_thm_pos,closeness,45,3
Goodstein_Lambda,theorems_thm_pos,closeness,17,3
Goodstein_Lambda,theorems_thm_pos,closeness,34,3
Goodstein_Lambda,theorems_thm_pos,betweenness,15,3
Goodstein_Lambda,theorems_thm_pos,betweenness,10,3
Goodstein_Lambda,theorems_thm_pos,betweenness,4,3
Goodstein_Lambda,theorems_thm_pos,clustering,10,3
Goodstein_Lambda,theorems_thm_pos,clustering,49,3
Goodstein_Lambda,theorems_thm_pos,clustering,63,3
Goodstein_Lambda,concept_pos,eigenvector,27,7
Goodstein_Lambda,concept_pos,eigenvector,22,7
Goodstein_Lambda,concept_pos,eigenvector,25,7
Goodstein_Lambda,concept_pos,eigenvector,31,7
Goodstein_Lambda,concept_pos,eigenvector,1,7
Goodstein_Lambda,concept_pos,eigenvector,3,7
Goodstein_Lambda,concept_pos,eigenvector,0,7
Goodstein_Lambda,concept_pos,in_degree,19,7
Goodstein_Lambda,concept_pos,in_degree,23,7
Goodstein_Lambda,concept_pos,in_degree,26,7
Goodstein_Lambda,concept_pos,in_degree,32,7
Goodstein_Lambda,concept_pos,in_degree,0,7
Goodstein_Lambda,concept_pos,in_degree,6,7
Goodstein_Lambda,concept_pos,in_degree,1,7
Goodstein_Lambda,concept_pos,closeness,25,7
Goodstein_Lambda,concept_pos,closeness,22,7
Goodstein_Lambda,concept_pos,closeness,27,7
Goodstein_Lambda,concept_pos,closeness,32,7
Goodstein_Lambda,concept_pos,closeness,0,7
Goodstein_Lambda,concept_pos,closeness,8,7
Goodstein_Lambda,concept_pos,closeness,1,7
Goodstein_Lambda,concept_pos,betweenness,26,7
Goodstein_Lambda,concept_pos,betweenness,11,7
Goodstein_Lambda,concept_pos,betweenness,5,7
Goodstein_Lambda,concept_pos,betweenness,15,7
Goodstein_Lambda,concept_pos,betweenness,1,7
Goodstein_Lambda,concept_pos,betweenness,18,7
Goodstein_Lambda,concept_pos,betweenness,0,7
Goodstein_Lambda,concept_pos,clustering,28,7
Goodstein_Lambda,concept_pos,clustering,18,7
