name,l_b,n_b
Verified-Prover,3,30
Verified-Prover,4,22
Verified-Prover,5,14
Verified-Prover,6,10
Verified-Prover,7,3
Verified-Prover,8,2
Verified-Prover,9,2
Verified_SAT_Based_AI_Planning,1,2726
Verified_SAT_Based_AI_Planning,2,2027
Verified_SAT_Based_AI_Planning,3,170
Verified_SAT_Based_AI_Planning,4,158
Verified_SAT_Based_AI_Planning,5,61
Verified_SAT_Based_AI_Planning,6,35
Verified_SAT_Based_AI_Planning,7,48
Verified_SAT_Based_AI_Planning,8,15
Verified_SAT_Based_AI_Planning,9,9
Verified_SAT_Based_AI_Planning,10,11
Verified_SAT_Based_AI_Planning,11,5
Verified_SAT_Based_AI_Planning,12,4
Verified_SAT_Based_AI_Planning,13,2
Verified_SAT_Based_AI_Planning,14,2
VerifyThis2018,1,2376
VerifyThis2018,2,607
VerifyThis2018,3,59
VerifyThis2018,4,44
VerifyThis2018,5,25
VerifyThis2018,6,18
VerifyThis2018,7,5
VerifyThis2018,8,4
VerifyThis2018,9,3
VerifyThis2018,10,2
VerifyThis2018,11,2
VerifyThis2018,12,2
VerifyThis2019,1,978
VerifyThis2019,2,291
VerifyThis2019,3,66
VerifyThis2019,4,38
VerifyThis2019,5,26
VerifyThis2019,6,12
VerifyThis2019,7,8
VerifyThis2019,8,6
VerifyThis2019,9,5
VerifyThis2019,10,4
VerifyThis2019,11,3
VerifyThis2019,12,3
VerifyThis2019,13,2
VerifyThis2019,14,2
VerifyThis2019,15,2
Vickrey_Clarke_Groves,1,1224
Vickrey_Clarke_Groves,2,838
Vickrey_Clarke_Groves,3,233
Vickrey_Clarke_Groves,4,142
Vickrey_Clarke_Groves,5,66
Vickrey_Clarke_Groves,6,41
Vickrey_Clarke_Groves,7,20
Vickrey_Clarke_Groves,8,16
Vickrey_Clarke_Groves,9,10
Vickrey_Clarke_Groves,10,6
Vickrey_Clarke_Groves,11,3
Vickrey_Clarke_Groves,12,3
Vickrey_Clarke_Groves,13,2
Virtual_Substitution,1,8481
Virtual_Substitution,2,6349
Virtual_Substitution,3,269
Virtual_Substitution,4,193
Virtual_Substitution,5,106
Virtual_Substitution,6,68
Virtual_Substitution,7,37
Virtual_Substitution,8,28
Virtual_Substitution,9,17
Virtual_Substitution,10,13
Virtual_Substitution,11,12
Virtual_Substitution,12,7
Virtual_Substitution,13,6
Virtual_Substitution,14,3
Virtual_Substitution,15,3
Virtual_Substitution,16,2
Virtual_Substitution,17,2
VolpanoSmith,1,1551
VolpanoSmith,2,1108
VolpanoSmith,3,44
VolpanoSmith,4,28
VolpanoSmith,5,19
VolpanoSmith,6,14
VolpanoSmith,7,5
VolpanoSmith,8,4
VolpanoSmith,9,3
VolpanoSmith,10,2
WHATandWHERE_Security,1,1218
WHATandWHERE_Security,2,886
WHATandWHERE_Security,3,81
WHATandWHERE_Security,4,59
WHATandWHERE_Security,5,33
WHATandWHERE_Security,6,29
WHATandWHERE_Security,7,17
WHATandWHERE_Security,8,15
WHATandWHERE_Security,9,14
WHATandWHERE_Security,10,13
WHATandWHERE_Security,11,9
WHATandWHERE_Security,12,8
WHATandWHERE_Security,13,7
WHATandWHERE_Security,14,6
WHATandWHERE_Security,15,2
WHATandWHERE_Security,16,2
WOOT_Strong_Eventual_Consistency,1,4480
WOOT_Strong_Eventual_Consistency,2,3390
WOOT_Strong_Eventual_Consistency,3,173
WOOT_Strong_Eventual_Consistency,4,101
WOOT_Strong_Eventual_Consistency,5,61
WOOT_Strong_Eventual_Consistency,6,32
WOOT_Strong_Eventual_Consistency,7,20
WOOT_Strong_Eventual_Consistency,8,13
WOOT_Strong_Eventual_Consistency,9,8
WOOT_Strong_Eventual_Consistency,10,6
WOOT_Strong_Eventual_Consistency,11,3
WOOT_Strong_Eventual_Consistency,12,3
WebAssembly,1,13386
WebAssembly,2,10850
WebAssembly,3,266
WebAssembly,4,146
WebAssembly,5,77
WebAssembly,6,47
WebAssembly,7,19
WebAssembly,8,15
WebAssembly,9,9
WebAssembly,10,7
WebAssembly,11,3
WebAssembly,12,2
Weighted_Path_Order,1,1075
Weighted_Path_Order,2,767
Weighted_Path_Order,3,97
Weighted_Path_Order,4,76
Weighted_Path_Order,5,35
Weighted_Path_Order,6,25
Weighted_Path_Order,7,17
Weighted_Path_Order,8,12
Weighted_Path_Order,9,8
Weighted_Path_Order,10,7
Weighted_Path_Order,11,3
Weighted_Path_Order,12,2
Weighted_Path_Order,13,2
Weight_Balanced_Trees,1,1177
Weight_Balanced_Trees,2,803
Weight_Balanced_Trees,3,124
Weight_Balanced_Trees,4,110
Weight_Balanced_Trees,5,52
Weight_Balanced_Trees,6,34
Weight_Balanced_Trees,7,22
Weight_Balanced_Trees,8,16
Weight_Balanced_Trees,9,9
Weight_Balanced_Trees,10,5
Well_Quasi_Orders,1,2191
Well_Quasi_Orders,2,1576
Well_Quasi_Orders,3,152
Well_Quasi_Orders,4,80
Well_Quasi_Orders,5,42
Well_Quasi_Orders,6,31
Well_Quasi_Orders,7,19
Well_Quasi_Orders,8,15
Well_Quasi_Orders,9,13
Well_Quasi_Orders,10,10
Well_Quasi_Orders,11,7
Well_Quasi_Orders,12,5
Well_Quasi_Orders,13,2
Winding_Number_Eval,1,367
Winding_Number_Eval,2,204
Winding_Number_Eval,3,55
Winding_Number_Eval,4,34
Winding_Number_Eval,5,20
Winding_Number_Eval,6,12
Winding_Number_Eval,7,8
Winding_Number_Eval,8,5
Winding_Number_Eval,9,4
Winding_Number_Eval,10,3
Winding_Number_Eval,11,2
Winding_Number_Eval,12,2
Word_Lib,1,4084
Word_Lib,2,2317
Word_Lib,3,572
Word_Lib,4,495
Word_Lib,5,232
Word_Lib,6,126
Word_Lib,7,70
Word_Lib,8,56
Word_Lib,9,37
Word_Lib,10,29
Word_Lib,11,16
Word_Lib,12,12
Word_Lib,13,9
Word_Lib,14,8
Word_Lib,15,6
Word_Lib,16,6
Word_Lib,17,4
Word_Lib,18,3
Word_Lib,19,2
Word_Lib,20,2
WorkerWrapper,1,2773
WorkerWrapper,2,1768
WorkerWrapper,3,87
WorkerWrapper,4,44
WorkerWrapper,5,18
WorkerWrapper,6,13
WorkerWrapper,7,11
WorkerWrapper,8,9
WorkerWrapper,9,6
WorkerWrapper,10,5
WorkerWrapper,11,3
WorkerWrapper,12,3
WorkerWrapper,13,2
WorkerWrapper,14,2
X86_Semantics,1,2606
X86_Semantics,2,1999
X86_Semantics,3,78
X86_Semantics,4,69
X86_Semantics,5,44
X86_Semantics,6,34
X86_Semantics,7,7
X86_Semantics,8,5
X86_Semantics,9,3
X86_Semantics,10,3
X86_Semantics,11,2
X86_Semantics,12,2
XML,1,1853
XML,2,1420
XML,3,108
XML,4,61
XML,5,43
XML,6,21
XML,7,16
XML,8,15
XML,9,15
XML,10,12
XML,11,11
XML,12,10
XML,13,3
XML,14,3
XML,15,2
XML,16,2
ZFC_in_HOL,1,1162
ZFC_in_HOL,2,761
ZFC_in_HOL,3,17
ZFC_in_HOL,4,16
ZFC_in_HOL,5,13
ZFC_in_HOL,6,4
ZFC_in_HOL,7,3
ZFC_in_HOL,8,2
ZFC_in_HOL,9,2
ZFC_in_HOL,10,2
Zeta_3_Irrational,1,132
Zeta_3_Irrational,2,74
Zeta_3_Irrational,3,34
Zeta_3_Irrational,4,27
Zeta_3_Irrational,5,20
Zeta_3_Irrational,6,12
Zeta_3_Irrational,7,8
Zeta_3_Irrational,8,7
Zeta_3_Irrational,9,5
Zeta_3_Irrational,10,4
Zeta_3_Irrational,11,3
Zeta_3_Irrational,12,3
Zeta_3_Irrational,13,2
Zeta_Function,1,338
Zeta_Function,2,235
Zeta_Function,3,46
Zeta_Function,4,33
Zeta_Function,5,21
Zeta_Function,6,15
Zeta_Function,7,10
Zeta_Function,8,8
Zeta_Function,9,6
Zeta_Function,10,4
Zeta_Function,11,3
Zeta_Function,12,2
Zeta_Function,13,2
Zeta_Function,14,2
Zeta_Function,15,2
pGCL,1,1778
pGCL,2,1143
pGCL,3,108
pGCL,4,58
pGCL,5,27
pGCL,6,20
pGCL,7,8
pGCL,8,5
pGCL,9,3
pGCL,10,3
pGCL,11,2
