name,theory,l_b,n_b
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Code_Double,1,1077
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Code_Double,2,960
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Code_Double,3,22
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Code_Double,4,18
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Code_Double,5,10
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Code_Double,6,7
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Code_Double,7,2
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Code_Double,8,2
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Event_Data,1,576
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Event_Data,2,428
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Event_Data,3,16
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Event_Data,4,8
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Event_Data,5,6
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Event_Data,6,4
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Event_Data,7,2
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,1,997
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,2,718
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,3,31
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,4,21
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,5,15
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,6,10
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,7,5
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,8,4
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,9,4
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,10,4
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Regex,11,2
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,1,4896
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,2,4042
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,3,52
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,4,30
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,5,22
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,6,21
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,7,12
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,8,10
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,9,9
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,10,8
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,11,3
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,12,2
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,1,379
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,2,269
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,3,66
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,4,43
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,5,27
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,6,13
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,7,8
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,8,5
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,9,4
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,10,3
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,11,2
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_Join,12,2
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,1,4807
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,2,3886
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,3,216
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,4,150
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,5,93
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,6,50
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,7,36
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,8,28
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,9,15
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,10,9
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,11,3
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,12,2
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,13,2
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,1,1214
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,2,883
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,3,100
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,4,67
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,5,35
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,6,18
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,7,12
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,8,10
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,9,5
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,10,4
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,11,4
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Optimized_MTL,12,3
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor_Impl,1,871
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor_Impl,2,245
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor_Impl,3,24
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor_Impl,4,20
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor_Impl,5,6
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor_Impl,6,5
InfPathElimination,InfPathElimination.Graph,1,326
InfPathElimination,InfPathElimination.Graph,2,221
InfPathElimination,InfPathElimination.Graph,3,4
InfPathElimination,InfPathElimination.Graph,4,2
InfPathElimination,InfPathElimination.Graph,5,2
InfPathElimination,InfPathElimination.Aexp,1,9
InfPathElimination,InfPathElimination.Aexp,2,4
InfPathElimination,InfPathElimination.Bexp,1,18
InfPathElimination,InfPathElimination.Bexp,2,7
InfPathElimination,InfPathElimination.Bexp,3,3
InfPathElimination,InfPathElimination.Bexp,4,2
InfPathElimination,InfPathElimination.Labels,1,257
InfPathElimination,InfPathElimination.Labels,2,172
InfPathElimination,InfPathElimination.Labels,3,10
InfPathElimination,InfPathElimination.Labels,4,7
InfPathElimination,InfPathElimination.Labels,5,4
InfPathElimination,InfPathElimination.Labels,6,4
InfPathElimination,InfPathElimination.Store,1,35
InfPathElimination,InfPathElimination.Store,2,18
InfPathElimination,InfPathElimination.Store,3,8
InfPathElimination,InfPathElimination.Store,4,3
InfPathElimination,InfPathElimination.Store,5,2
InfPathElimination,InfPathElimination.Conf,1,145
InfPathElimination,InfPathElimination.Conf,2,92
InfPathElimination,InfPathElimination.Conf,3,2
InfPathElimination,InfPathElimination.SymExec,1,74
InfPathElimination,InfPathElimination.SymExec,2,45
InfPathElimination,InfPathElimination.SymExec,3,7
InfPathElimination,InfPathElimination.SymExec,4,5
InfPathElimination,InfPathElimination.SymExec,5,4
InfPathElimination,InfPathElimination.SymExec,6,3
InfPathElimination,InfPathElimination.SymExec,7,2
InfPathElimination,InfPathElimination.LTS,1,133
InfPathElimination,InfPathElimination.LTS,2,90
InfPathElimination,InfPathElimination.LTS,3,3
InfPathElimination,InfPathElimination.LTS,4,2
InfPathElimination,InfPathElimination.SubRel,1,107
InfPathElimination,InfPathElimination.SubRel,2,62
InfPathElimination,InfPathElimination.SubRel,3,15
InfPathElimination,InfPathElimination.SubRel,4,10
InfPathElimination,InfPathElimination.SubRel,5,6
InfPathElimination,InfPathElimination.SubRel,6,3
InfPathElimination,InfPathElimination.SubRel,7,3
InfPathElimination,InfPathElimination.SubRel,8,3
InfPathElimination,InfPathElimination.SubRel,9,2
InfPathElimination,InfPathElimination.ArcExt,1,8
InfPathElimination,InfPathElimination.ArcExt,2,4
InfPathElimination,InfPathElimination.ArcExt,3,2
InfPathElimination,InfPathElimination.SubExt,1,43
InfPathElimination,InfPathElimination.SubExt,2,27
InfPathElimination,InfPathElimination.SubExt,3,8
InfPathElimination,InfPathElimination.SubExt,4,4
InfPathElimination,InfPathElimination.SubExt,5,3
InfPathElimination,InfPathElimination.RB,1,290
InfPathElimination,InfPathElimination.RB,2,181
InfPathElimination,InfPathElimination.RB,3,3
InfPathElimination,InfPathElimination.RB,4,2
InfPathElimination,InfPathElimination.RB,5,2
Shadow_DOM,Shadow_DOM.ShadowRootClass,1,496
Shadow_DOM,Shadow_DOM.ShadowRootClass,2,340
Shadow_DOM,Shadow_DOM.ShadowRootClass,3,14
Shadow_DOM,Shadow_DOM.ShadowRootClass,4,9
Shadow_DOM,Shadow_DOM.ShadowRootClass,5,7
Shadow_DOM,Shadow_DOM.ShadowRootClass,6,5
Shadow_DOM,Shadow_DOM.ShadowRootClass,7,3
Shadow_DOM,Shadow_DOM.ShadowRootClass,8,3
Shadow_DOM,Shadow_DOM.ShadowRootClass,9,3
Shadow_DOM,Shadow_DOM.ShadowRootClass,10,3
Shadow_DOM,Shadow_DOM.ShadowRootClass,11,2
Shadow_DOM,Shadow_DOM.ShadowRootMonad,1,167
Shadow_DOM,Shadow_DOM.ShadowRootMonad,2,103
Shadow_DOM,Shadow_DOM.ShadowRootMonad,3,15
Shadow_DOM,Shadow_DOM.ShadowRootMonad,4,10
Shadow_DOM,Shadow_DOM.ShadowRootMonad,5,8
Shadow_DOM,Shadow_DOM.ShadowRootMonad,6,6
Shadow_DOM,Shadow_DOM.ShadowRootMonad,7,4
Shadow_DOM,Shadow_DOM.ShadowRootMonad,8,3
Shadow_DOM,Shadow_DOM.Shadow_DOM,1,3643
Shadow_DOM,Shadow_DOM.Shadow_DOM,2,2715
Shadow_DOM,Shadow_DOM.Shadow_DOM,3,725
Shadow_DOM,Shadow_DOM.Shadow_DOM,4,426
Shadow_DOM,Shadow_DOM.Shadow_DOM,5,197
Shadow_DOM,Shadow_DOM.Shadow_DOM,6,142
Shadow_DOM,Shadow_DOM.Shadow_DOM,7,71
Shadow_DOM,Shadow_DOM.Shadow_DOM,8,47
Shadow_DOM,Shadow_DOM.Shadow_DOM,9,25
Shadow_DOM,Shadow_DOM.Shadow_DOM,10,17
Shadow_DOM,Shadow_DOM.Shadow_DOM,11,7
Shadow_DOM,Shadow_DOM.Shadow_DOM,12,6
Shadow_DOM,Shadow_DOM.Shadow_DOM,13,4
Shadow_DOM,Shadow_DOM.Shadow_DOM,14,2
Shadow_DOM,Shadow_DOM.Shadow_DOM_BaseTest,1,837
Shadow_DOM,Shadow_DOM.Shadow_DOM_BaseTest,2,34
Shadow_DOM,Shadow_DOM.Shadow_DOM_BaseTest,3,10
Shadow_DOM,Shadow_DOM.Shadow_DOM_BaseTest,4,6
Shadow_DOM,Shadow_DOM.Shadow_DOM_BaseTest,5,4
Shadow_DOM,Shadow_DOM.Shadow_DOM_BaseTest,6,2
Shadow_DOM,Shadow_DOM.Shadow_DOM_BaseTest,7,2
Shadow_DOM,Shadow_DOM.Shadow_DOM_BaseTest,8,2
Shadow_DOM,Shadow_DOM.slots,1,6
Shadow_DOM,Shadow_DOM.slots,2,2
Shadow_DOM,Shadow_DOM.slots_fallback,1,6
Shadow_DOM,Shadow_DOM.slots_fallback,2,2
Shadow_DOM,Shadow_DOM.Shadow_DOM_Document_adoptNode,1,6
Shadow_DOM,Shadow_DOM.Shadow_DOM_Document_adoptNode,2,2
Shadow_DOM,Shadow_DOM.Shadow_DOM_Document_getElementById,1,6
Shadow_DOM,Shadow_DOM.Shadow_DOM_Document_getElementById,2,2
Shadow_DOM,Shadow_DOM.Shadow_DOM_Node_insertBefore,1,6
Shadow_DOM,Shadow_DOM.Shadow_DOM_Node_insertBefore,2,2
Shadow_DOM,Shadow_DOM.Shadow_DOM_Node_removeChild,1,6
Shadow_DOM,Shadow_DOM.Shadow_DOM_Node_removeChild,2,2
Liouville_Numbers,Liouville_Numbers.Liouville_Numbers_Misc,1,6
Liouville_Numbers,Liouville_Numbers.Liouville_Numbers,1,20
Liouville_Numbers,Liouville_Numbers.Liouville_Numbers,2,11
Liouville_Numbers,Liouville_Numbers.Liouville_Numbers,3,5
Liouville_Numbers,Liouville_Numbers.Liouville_Numbers,4,3
KAD,KAD.Domain_Semiring,1,656
KAD,KAD.Domain_Semiring,2,431
KAD,KAD.Domain_Semiring,3,67
KAD,KAD.Domain_Semiring,4,37
KAD,KAD.Domain_Semiring,5,23
KAD,KAD.Domain_Semiring,6,11
KAD,KAD.Domain_Semiring,7,5
KAD,KAD.Domain_Semiring,8,3
KAD,KAD.Domain_Semiring,9,4
KAD,KAD.Domain_Semiring,10,2
KAD,KAD.Antidomain_Semiring,1,1152
KAD,KAD.Antidomain_Semiring,2,906
KAD,KAD.Antidomain_Semiring,3,57
KAD,KAD.Antidomain_Semiring,4,39
KAD,KAD.Antidomain_Semiring,5,24
KAD,KAD.Antidomain_Semiring,6,11
KAD,KAD.Antidomain_Semiring,7,4
KAD,KAD.Antidomain_Semiring,8,2
KAD,KAD.Antidomain_Semiring,9,2
KAD,KAD.Antidomain_Semiring,10,2
KAD,KAD.Range_Semiring,1,2507
KAD,KAD.Range_Semiring,2,2374
KAD,KAD.Range_Semiring,3,37
KAD,KAD.Range_Semiring,4,24
KAD,KAD.Range_Semiring,5,16
KAD,KAD.Range_Semiring,6,9
KAD,KAD.Range_Semiring,7,3
KAD,KAD.Range_Semiring,8,3
KAD,KAD.Range_Semiring,9,3
KAD,KAD.Range_Semiring,10,3
KAD,KAD.Range_Semiring,11,3
KAD,KAD.Range_Semiring,12,2
KAD,KAD.Range_Semiring,13,2
KAD,KAD.Modal_Kleene_Algebra,1,72
KAD,KAD.Modal_Kleene_Algebra,2,42
KAD,KAD.Modal_Kleene_Algebra,3,10
KAD,KAD.Modal_Kleene_Algebra,4,6
KAD,KAD.Modal_Kleene_Algebra,5,4
KAD,KAD.Modal_Kleene_Algebra,6,3
KAD,KAD.Modal_Kleene_Algebra,7,3
KAD,KAD.Modal_Kleene_Algebra,8,2
KAD,KAD.Modal_Kleene_Algebra_Models,1,2461
KAD,KAD.Modal_Kleene_Algebra_Models,2,1528
KAD,KAD.Modal_Kleene_Algebra_Models,3,4
KAD,KAD.Modal_Kleene_Algebra_Models,4,2
KAD,KAD.Modal_Kleene_Algebra_Models,5,2
KAD,KAD.Modal_Kleene_Algebra_Models,6,2
KAD,KAD.Modal_Kleene_Algebra_Applications,1,186
KAD,KAD.Modal_Kleene_Algebra_Applications,2,103
KAD,KAD.Modal_Kleene_Algebra_Applications,3,27
KAD,KAD.Modal_Kleene_Algebra_Applications,4,16
KAD,KAD.Modal_Kleene_Algebra_Applications,5,9
KAD,KAD.Modal_Kleene_Algebra_Applications,6,7
KAD,KAD.Modal_Kleene_Algebra_Applications,7,5
KAD,KAD.Modal_Kleene_Algebra_Applications,8,5
KAD,KAD.Modal_Kleene_Algebra_Applications,9,5
KAD,KAD.Modal_Kleene_Algebra_Applications,10,4
KAD,KAD.Modal_Kleene_Algebra_Applications,11,3
KAD,KAD.Modal_Kleene_Algebra_Applications,12,3
KAD,KAD.Modal_Kleene_Algebra_Applications,13,3
KAD,KAD.Modal_Kleene_Algebra_Applications,14,2
KAD,KAD.Modal_Kleene_Algebra_Applications,15,2
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,1,439
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,2,317
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,3,25
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,4,11
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,5,9
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,6,6
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,7,7
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,8,4
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,9,4
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,10,3
Lifting_Definition_Option,Lifting_Definition_Option.Lifting_Definition_Option_Examples,11,2
Fermat3_4,Fermat3_4.Fermat4,1,11
Fermat3_4,Fermat3_4.Fermat4,2,7
Fermat3_4,Fermat3_4.Fermat4,3,4
Fermat3_4,Fermat3_4.Fermat4,4,2
Fermat3_4,Fermat3_4.Fermat4,5,2
Fermat3_4,Fermat3_4.Fermat4,6,2
Fermat3_4,Fermat3_4.Quad_Form,1,37
Fermat3_4,Fermat3_4.Quad_Form,2,20
Fermat3_4,Fermat3_4.Quad_Form,3,11
Fermat3_4,Fermat3_4.Quad_Form,4,7
Fermat3_4,Fermat3_4.Quad_Form,5,5
Fermat3_4,Fermat3_4.Quad_Form,6,2
Fermat3_4,Fermat3_4.Fermat3,1,7
Fermat3_4,Fermat3_4.Fermat3,2,4
Fermat3_4,Fermat3_4.Fermat3,3,3
Fermat3_4,Fermat3_4.Fermat3,4,2
Random_BSTs,Random_BSTs.Random_BSTs,1,152
Random_BSTs,Random_BSTs.Random_BSTs,2,91
Random_BSTs,Random_BSTs.Random_BSTs,3,27
Random_BSTs,Random_BSTs.Random_BSTs,4,16
Random_BSTs,Random_BSTs.Random_BSTs,5,10
Random_BSTs,Random_BSTs.Random_BSTs,6,5
Random_BSTs,Random_BSTs.Random_BSTs,7,4
Random_BSTs,Random_BSTs.Random_BSTs,8,2
IMAP-CRDT,IMAP-CRDT.IMAP-def,1,514
IMAP-CRDT,IMAP-CRDT.IMAP-def,2,370
IMAP-CRDT,IMAP-CRDT.IMAP-def,3,23
IMAP-CRDT,IMAP-CRDT.IMAP-def,4,14
IMAP-CRDT,IMAP-CRDT.IMAP-def,5,12
IMAP-CRDT,IMAP-CRDT.IMAP-def,6,9
IMAP-CRDT,IMAP-CRDT.IMAP-def,7,4
IMAP-CRDT,IMAP-CRDT.IMAP-def,8,4
IMAP-CRDT,IMAP-CRDT.IMAP-def,9,4
IMAP-CRDT,IMAP-CRDT.IMAP-def,10,4
IMAP-CRDT,IMAP-CRDT.IMAP-def,11,4
IMAP-CRDT,IMAP-CRDT.IMAP-def,12,4
IMAP-CRDT,IMAP-CRDT.IMAP-def,13,4
IMAP-CRDT,IMAP-CRDT.IMAP-def,14,3
IMAP-CRDT,IMAP-CRDT.IMAP-proof-helpers,1,32
IMAP-CRDT,IMAP-CRDT.IMAP-proof-helpers,2,11
IMAP-CRDT,IMAP-CRDT.IMAP-proof-helpers,3,2
IMAP-CRDT,IMAP-CRDT.IMAP-proof-independent,1,22
IMAP-CRDT,IMAP-CRDT.IMAP-proof-independent,2,9
IMAP-CRDT,IMAP-CRDT.IMAP-proof-independent,3,2
IMAP-CRDT,IMAP-CRDT.IMAP-proof,1,11
IMAP-CRDT,IMAP-CRDT.IMAP-proof,2,8
Pell,Pell.Efficient_Discrete_Sqrt,1,89
Pell,Pell.Efficient_Discrete_Sqrt,2,29
Pell,Pell.Efficient_Discrete_Sqrt,3,12
Pell,Pell.Efficient_Discrete_Sqrt,4,10
Pell,Pell.Efficient_Discrete_Sqrt,5,3
Pell,Pell.Efficient_Discrete_Sqrt,6,2
Pell,Pell.Efficient_Discrete_Sqrt,7,2
Pell,Pell.Pell,1,136
Pell,Pell.Pell,2,81
Pell,Pell.Pell,3,17
Pell,Pell.Pell,4,14
Pell,Pell.Pell,5,8
Pell,Pell.Pell,6,6
Pell,Pell.Pell,7,4
Pell,Pell.Pell,8,3
Pell,Pell.Pell,9,3
Pell,Pell.Pell,10,2
Pell,Pell.Pell,11,2
Pell,Pell.Pell_Algorithm,1,86
Pell,Pell.Pell_Algorithm,2,57
Pell,Pell.Pell_Algorithm,3,15
Pell,Pell.Pell_Algorithm,4,9
Pell,Pell.Pell_Algorithm,5,6
Pell,Pell.Pell_Algorithm,6,4
Pell,Pell.Pell_Algorithm,7,3
Pell,Pell.Pell_Algorithm,8,2
Pell,Pell.Pell_Algorithm_Test,1,56
Pell,Pell.Pell_Algorithm_Test,2,36
Pell,Pell.Pell_Algorithm_Test,3,3
Markov_Models,Markov_Models.Markov_Models_Auxiliary,1,149
Markov_Models,Markov_Models.Markov_Models_Auxiliary,2,64
Markov_Models,Markov_Models.Markov_Models_Auxiliary,3,6
Markov_Models,Markov_Models.Markov_Models_Auxiliary,4,4
Markov_Models,Markov_Models.Markov_Models_Auxiliary,5,3
Markov_Models,Markov_Models.Markov_Models_Auxiliary,6,2
Markov_Models,Markov_Models.Markov_Models_Auxiliary,7,2
Markov_Models,Markov_Models.Discrete_Time_Markov_Chain,1,179
Markov_Models,Markov_Models.Discrete_Time_Markov_Chain,2,101
Markov_Models,Markov_Models.Discrete_Time_Markov_Chain,3,20
Markov_Models,Markov_Models.Discrete_Time_Markov_Chain,4,17
Markov_Models,Markov_Models.Discrete_Time_Markov_Chain,5,10
Markov_Models,Markov_Models.Discrete_Time_Markov_Chain,6,7
Markov_Models,Markov_Models.Discrete_Time_Markov_Chain,7,3
Markov_Models,Markov_Models.Discrete_Time_Markov_Chain,8,2
Markov_Models,Markov_Models.Trace_Space_Equals_Markov_Processes,1,39
Markov_Models,Markov_Models.Trace_Space_Equals_Markov_Processes,2,24
Markov_Models,Markov_Models.Trace_Space_Equals_Markov_Processes,3,5
Markov_Models,Markov_Models.Trace_Space_Equals_Markov_Processes,4,5
Markov_Models,Markov_Models.Trace_Space_Equals_Markov_Processes,5,3
Markov_Models,Markov_Models.Trace_Space_Equals_Markov_Processes,6,2
Markov_Models,Markov_Models.Trace_Space_Equals_Markov_Processes,7,2
Markov_Models,Markov_Models.Classifying_Markov_Chain_States,1,214
Markov_Models,Markov_Models.Classifying_Markov_Chain_States,2,130
Markov_Models,Markov_Models.Classifying_Markov_Chain_States,3,33
Markov_Models,Markov_Models.Classifying_Markov_Chain_States,4,25
Markov_Models,Markov_Models.Classifying_Markov_Chain_States,5,12
Markov_Models,Markov_Models.Classifying_Markov_Chain_States,6,8
Markov_Models,Markov_Models.Classifying_Markov_Chain_States,7,3
Markov_Models,Markov_Models.Classifying_Markov_Chain_States,8,2
Markov_Models,Markov_Models.Markov_Decision_Process,1,465
Markov_Models,Markov_Models.Markov_Decision_Process,2,297
Markov_Models,Markov_Models.Markov_Decision_Process,3,22
Markov_Models,Markov_Models.Markov_Decision_Process,4,19
Markov_Models,Markov_Models.Markov_Decision_Process,5,9
Markov_Models,Markov_Models.Markov_Decision_Process,6,7
Markov_Models,Markov_Models.Markov_Decision_Process,7,3
Markov_Models,Markov_Models.Markov_Decision_Process,8,2
Markov_Models,Markov_Models.Markov_Decision_Process,9,2
Markov_Models,Markov_Models.MDP_Reachability_Problem,1,146
Markov_Models,Markov_Models.MDP_Reachability_Problem,2,88
Markov_Models,Markov_Models.MDP_Reachability_Problem,3,14
Markov_Models,Markov_Models.MDP_Reachability_Problem,4,13
Markov_Models,Markov_Models.MDP_Reachability_Problem,5,6
Markov_Models,Markov_Models.MDP_Reachability_Problem,6,3
Markov_Models,Markov_Models.MDP_Reachability_Problem,7,2
Markov_Models,Markov_Models.MDP_Reachability_Problem,8,2
Markov_Models,Markov_Models.Discrete_Time_Markov_Process,1,72
Markov_Models,Markov_Models.Discrete_Time_Markov_Process,2,46
Markov_Models,Markov_Models.Discrete_Time_Markov_Process,3,7
Markov_Models,Markov_Models.Discrete_Time_Markov_Process,4,5
Markov_Models,Markov_Models.Discrete_Time_Markov_Process,5,3
Markov_Models,Markov_Models.Discrete_Time_Markov_Process,6,2
Markov_Models,Markov_Models.Continuous_Time_Markov_Chain,1,157
Markov_Models,Markov_Models.Continuous_Time_Markov_Chain,2,89
Markov_Models,Markov_Models.Continuous_Time_Markov_Chain,3,14
Markov_Models,Markov_Models.Continuous_Time_Markov_Chain,4,12
Markov_Models,Markov_Models.Continuous_Time_Markov_Chain,5,5
Markov_Models,Markov_Models.Continuous_Time_Markov_Chain,6,4
Markov_Models,Markov_Models.Example_A,1,920
Markov_Models,Markov_Models.Example_A,2,813
Markov_Models,Markov_Models.Example_A,3,8
Markov_Models,Markov_Models.Example_A,4,4
Markov_Models,Markov_Models.Example_B,1,608
Markov_Models,Markov_Models.Example_B,2,589
Markov_Models,Markov_Models.PCTL,1,1437
Markov_Models,Markov_Models.PCTL,2,1040
Markov_Models,Markov_Models.PCTL,3,84
Markov_Models,Markov_Models.PCTL,4,59
Markov_Models,Markov_Models.PCTL,5,24
Markov_Models,Markov_Models.PCTL,6,20
Markov_Models,Markov_Models.PCTL,7,10
Markov_Models,Markov_Models.PCTL,8,10
Markov_Models,Markov_Models.PCTL,9,6
Markov_Models,Markov_Models.PCTL,10,5
Markov_Models,Markov_Models.PCTL,11,2
Markov_Models,Markov_Models.PGCL,1,1424
Markov_Models,Markov_Models.PGCL,2,1227
Markov_Models,Markov_Models.PGCL,3,15
Markov_Models,Markov_Models.PGCL,4,13
Markov_Models,Markov_Models.PGCL,5,7
Markov_Models,Markov_Models.PGCL,6,6
Markov_Models,Markov_Models.PGCL,7,4
Markov_Models,Markov_Models.PGCL,8,4
Markov_Models,Markov_Models.PGCL,9,4
Markov_Models,Markov_Models.PGCL,10,4
Markov_Models,Markov_Models.PGCL,11,3
Markov_Models,Markov_Models.PGCL,12,3
Markov_Models,Markov_Models.PGCL,13,2
Markov_Models,Markov_Models.PGCL,14,2
Markov_Models,Markov_Models.Crowds_Protocol,1,550
Markov_Models,Markov_Models.Crowds_Protocol,2,385
Markov_Models,Markov_Models.Crowds_Protocol,3,18
Markov_Models,Markov_Models.Crowds_Protocol,4,14
Markov_Models,Markov_Models.Crowds_Protocol,5,6
Markov_Models,Markov_Models.Crowds_Protocol,6,5
Markov_Models,Markov_Models.Crowds_Protocol,7,2
Markov_Models,Markov_Models.Crowds_Protocol,8,2
Markov_Models,Markov_Models.Zeroconf_Analysis,1,818
Markov_Models,Markov_Models.Zeroconf_Analysis,2,707
Markov_Models,Markov_Models.Zeroconf_Analysis,3,11
Markov_Models,Markov_Models.Zeroconf_Analysis,4,6
Markov_Models,Markov_Models.Zeroconf_Analysis,5,3
Markov_Models,Markov_Models.Zeroconf_Analysis,6,2
Markov_Models,Markov_Models.Gossip_Broadcast,1,241
Markov_Models,Markov_Models.Gossip_Broadcast,2,158
Markov_Models,Markov_Models.Gossip_Broadcast,3,16
Markov_Models,Markov_Models.Gossip_Broadcast,4,8
Markov_Models,Markov_Models.Gossip_Broadcast,5,5
Markov_Models,Markov_Models.Gossip_Broadcast,6,3
Markov_Models,Markov_Models.Gossip_Broadcast,7,2
Markov_Models,Markov_Models.MDP_RP_Certification,1,491
Markov_Models,Markov_Models.MDP_RP_Certification,2,339
Markov_Models,Markov_Models.MDP_RP_Certification,3,9
Markov_Models,Markov_Models.MDP_RP_Certification,4,7
