name,theory,l_b,n_b
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Set2_Join_RBT,8,3
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Set2_Join_RBT,9,2
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Set2_Join_RBT,10,2
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,1,464
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,2,280
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,3,68
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,4,40
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,5,30
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,6,15
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,7,9
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,8,6
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,9,4
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,10,4
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,11,3
Verified_SAT_Based_AI_Planning,Verified_SAT_Based_AI_Planning.Solve_SASP,12,2
BDD,BDD.BinDag,1,264
BDD,BDD.BinDag,2,172
BDD,BDD.BinDag,3,5
BDD,BDD.BinDag,4,4
BDD,BDD.BinDag,5,2
BDD,BDD.General,1,620
BDD,BDD.General,2,368
BDD,BDD.General,3,30
BDD,BDD.General,4,20
BDD,BDD.General,5,11
BDD,BDD.General,6,8
BDD,BDD.General,7,5
BDD,BDD.General,8,4
BDD,BDD.General,9,3
BDD,BDD.General,10,3
BDD,BDD.General,11,2
BDD,BDD.ProcedureSpecs,1,559
BDD,BDD.ProcedureSpecs,2,366
BDD,BDD.ProcedureSpecs,3,22
BDD,BDD.ProcedureSpecs,4,18
BDD,BDD.ProcedureSpecs,5,16
BDD,BDD.ProcedureSpecs,6,13
BDD,BDD.ProcedureSpecs,7,9
BDD,BDD.ProcedureSpecs,8,9
BDD,BDD.ProcedureSpecs,9,7
BDD,BDD.ProcedureSpecs,10,7
BDD,BDD.ProcedureSpecs,11,3
BDD,BDD.ProcedureSpecs,12,3
BDD,BDD.ProcedureSpecs,13,2
BDD,BDD.ProcedureSpecs,14,2
BDD,BDD.EvalProof,1,2
BDD,BDD.LevellistProof,1,27
BDD,BDD.LevellistProof,2,15
BDD,BDD.LevellistProof,3,6
BDD,BDD.LevellistProof,4,3
BDD,BDD.LevellistProof,5,2
BDD,BDD.ShareReduceRepListProof,1,3
BDD,BDD.RepointProof,1,5
BDD,BDD.RepointProof,2,3
AODV,AODV.Aodv_Basic,1,542
AODV,AODV.Aodv_Basic,2,120
AODV,AODV.Aodv_Basic,3,12
AODV,AODV.Aodv_Basic,4,6
AODV,AODV.Aodv_Basic,5,4
AODV,AODV.Aodv_Basic,6,2
AODV,AODV.Aodv_Data,1,205
AODV,AODV.Aodv_Data,2,115
AODV,AODV.Aodv_Data,3,19
AODV,AODV.Aodv_Data,4,12
AODV,AODV.Aodv_Data,5,3
AODV,AODV.Aodv_Data,6,2
AODV,AODV.Aodv_Message,1,335
AODV,AODV.Aodv_Message,2,233
AODV,AODV.Aodv_Message,3,5
AODV,AODV.Aodv_Message,4,3
AODV,AODV.Aodv,1,949
AODV,AODV.Aodv,2,671
AODV,AODV.Aodv,3,11
AODV,AODV.Aodv,4,6
AODV,AODV.Aodv,5,3
AODV,AODV.Aodv,6,2
AODV,AODV.Aodv,7,2
AODV,AODV.Aodv,8,2
AODV,AODV.Aodv_Predicates,1,49
AODV,AODV.Aodv_Predicates,2,6
AODV,AODV.Fresher,1,110
AODV,AODV.Fresher,2,73
AODV,AODV.Fresher,3,7
AODV,AODV.Fresher,4,6
AODV,AODV.Fresher,5,2
AODV,AODV.Seq_Invariants,1,36
AODV,AODV.Seq_Invariants,2,22
AODV,AODV.Seq_Invariants,3,12
AODV,AODV.Seq_Invariants,4,7
AODV,AODV.Seq_Invariants,5,5
AODV,AODV.Seq_Invariants,6,5
AODV,AODV.Seq_Invariants,7,4
AODV,AODV.Seq_Invariants,8,3
AODV,AODV.Seq_Invariants,9,3
AODV,AODV.Seq_Invariants,10,2
AODV,AODV.Quality_Increases,1,33
AODV,AODV.Quality_Increases,2,21
AODV,AODV.Quality_Increases,3,2
AODV,AODV.Quality_Increases,4,2
AODV,AODV.OAodv,1,10
AODV,AODV.OAodv,2,8
AODV,AODV.Global_Invariants,1,25
AODV,AODV.Global_Invariants,2,13
AODV,AODV.Global_Invariants,3,7
AODV,AODV.Global_Invariants,4,5
AODV,AODV.Global_Invariants,5,4
AODV,AODV.Global_Invariants,6,2
AODV,AODV.Global_Invariants,7,2
AODV,AODV.Loop_Freedom,1,10
AODV,AODV.Loop_Freedom,2,5
AODV,AODV.Aodv_Loop_Freedom,1,94
AODV,AODV.Aodv_Loop_Freedom,2,45
AODV,AODV.Aodv_Loop_Freedom,3,7
AODV,AODV.Aodv_Loop_Freedom,4,5
AODV,AODV.Aodv_Loop_Freedom,5,2
AODV,AODV.Aodv_Loop_Freedom,6,2
AODV,AODV.Aodv_Loop_Freedom,7,2
AODV,AODV.A_Aodv_Data,1,202
AODV,AODV.A_Aodv_Data,2,116
AODV,AODV.A_Aodv_Data,3,19
AODV,AODV.A_Aodv_Data,4,12
AODV,AODV.A_Aodv_Data,5,3
AODV,AODV.A_Aodv_Data,6,2
AODV,AODV.A_Aodv_Message,1,335
AODV,AODV.A_Aodv_Message,2,232
AODV,AODV.A_Aodv_Message,3,7
AODV,AODV.A_Aodv_Message,4,3
AODV,AODV.A_Aodv,1,910
AODV,AODV.A_Aodv,2,652
AODV,AODV.A_Aodv,3,10
AODV,AODV.A_Aodv,4,5
AODV,AODV.A_Aodv,5,3
AODV,AODV.A_Aodv,6,3
AODV,AODV.A_Aodv_Predicates,1,49
AODV,AODV.A_Aodv_Predicates,2,6
AODV,AODV.A_Fresher,1,110
AODV,AODV.A_Fresher,2,70
AODV,AODV.A_Fresher,3,8
AODV,AODV.A_Fresher,4,6
AODV,AODV.A_Fresher,5,2
AODV,AODV.A_Seq_Invariants,1,36
AODV,AODV.A_Seq_Invariants,2,21
AODV,AODV.A_Seq_Invariants,3,11
AODV,AODV.A_Seq_Invariants,4,6
AODV,AODV.A_Seq_Invariants,5,5
AODV,AODV.A_Seq_Invariants,6,4
AODV,AODV.A_Seq_Invariants,7,3
AODV,AODV.A_Seq_Invariants,8,3
AODV,AODV.A_Seq_Invariants,9,3
AODV,AODV.A_Seq_Invariants,10,2
AODV,AODV.A_Quality_Increases,1,33
AODV,AODV.A_Quality_Increases,2,19
AODV,AODV.A_Quality_Increases,3,2
AODV,AODV.A_Quality_Increases,4,2
AODV,AODV.A_OAodv,1,10
AODV,AODV.A_OAodv,2,8
AODV,AODV.A_Global_Invariants,1,26
AODV,AODV.A_Global_Invariants,2,14
AODV,AODV.A_Global_Invariants,3,6
AODV,AODV.A_Global_Invariants,4,5
AODV,AODV.A_Global_Invariants,5,4
AODV,AODV.A_Global_Invariants,6,2
AODV,AODV.A_Global_Invariants,7,2
AODV,AODV.A_Loop_Freedom,1,10
AODV,AODV.A_Loop_Freedom,2,5
AODV,AODV.A_Aodv_Loop_Freedom,1,94
AODV,AODV.A_Aodv_Loop_Freedom,2,46
AODV,AODV.A_Aodv_Loop_Freedom,3,7
AODV,AODV.A_Aodv_Loop_Freedom,4,5
AODV,AODV.A_Aodv_Loop_Freedom,5,2
AODV,AODV.A_Aodv_Loop_Freedom,6,2
AODV,AODV.A_Aodv_Loop_Freedom,7,2
AODV,AODV.B_Aodv_Data,1,205
AODV,AODV.B_Aodv_Data,2,119
AODV,AODV.B_Aodv_Data,3,18
AODV,AODV.B_Aodv_Data,4,12
AODV,AODV.B_Aodv_Data,5,3
AODV,AODV.B_Aodv_Data,6,2
AODV,AODV.B_Aodv_Message,1,335
AODV,AODV.B_Aodv_Message,2,233
AODV,AODV.B_Aodv_Message,3,7
AODV,AODV.B_Aodv_Message,4,3
AODV,AODV.B_Aodv,1,949
AODV,AODV.B_Aodv,2,681
AODV,AODV.B_Aodv,3,11
AODV,AODV.B_Aodv,4,9
AODV,AODV.B_Aodv,5,3
AODV,AODV.B_Aodv,6,3
AODV,AODV.B_Aodv,7,2
AODV,AODV.B_Aodv,8,2
AODV,AODV.B_Aodv_Predicates,1,49
AODV,AODV.B_Aodv_Predicates,2,6
AODV,AODV.B_Fresher,1,110
AODV,AODV.B_Fresher,2,70
AODV,AODV.B_Fresher,3,8
AODV,AODV.B_Fresher,4,7
AODV,AODV.B_Fresher,5,2
AODV,AODV.B_Seq_Invariants,1,36
AODV,AODV.B_Seq_Invariants,2,19
AODV,AODV.B_Seq_Invariants,3,12
AODV,AODV.B_Seq_Invariants,4,6
AODV,AODV.B_Seq_Invariants,5,4
AODV,AODV.B_Seq_Invariants,6,4
AODV,AODV.B_Seq_Invariants,7,3
AODV,AODV.B_Seq_Invariants,8,2
AODV,AODV.B_Quality_Increases,1,33
AODV,AODV.B_Quality_Increases,2,19
AODV,AODV.B_Quality_Increases,3,2
AODV,AODV.B_Quality_Increases,4,2
AODV,AODV.B_OAodv,1,10
AODV,AODV.B_OAodv,2,8
AODV,AODV.B_Global_Invariants,1,26
AODV,AODV.B_Global_Invariants,2,13
AODV,AODV.B_Global_Invariants,3,6
AODV,AODV.B_Global_Invariants,4,4
AODV,AODV.B_Global_Invariants,5,4
AODV,AODV.B_Global_Invariants,6,2
AODV,AODV.B_Global_Invariants,7,2
AODV,AODV.B_Loop_Freedom,1,10
AODV,AODV.B_Loop_Freedom,2,5
AODV,AODV.B_Aodv_Loop_Freedom,1,94
AODV,AODV.B_Aodv_Loop_Freedom,2,44
AODV,AODV.B_Aodv_Loop_Freedom,3,7
AODV,AODV.B_Aodv_Loop_Freedom,4,5
AODV,AODV.B_Aodv_Loop_Freedom,5,2
AODV,AODV.B_Aodv_Loop_Freedom,6,2
AODV,AODV.B_Aodv_Loop_Freedom,7,2
AODV,AODV.C_Aodv_Data,1,165
AODV,AODV.C_Aodv_Data,2,91
AODV,AODV.C_Aodv_Data,3,16
AODV,AODV.C_Aodv_Data,4,10
AODV,AODV.C_Aodv_Data,5,3
AODV,AODV.C_Aodv_Data,6,2
AODV,AODV.C_Aodv_Message,1,335
AODV,AODV.C_Aodv_Message,2,228
AODV,AODV.C_Aodv_Message,3,5
AODV,AODV.C_Aodv_Message,4,3
AODV,AODV.C_Aodv,1,910
AODV,AODV.C_Aodv,2,634
AODV,AODV.C_Aodv,3,10
AODV,AODV.C_Aodv,4,5
AODV,AODV.C_Aodv,5,3
AODV,AODV.C_Aodv,6,2
AODV,AODV.C_Aodv_Predicates,1,49
AODV,AODV.C_Aodv_Predicates,2,6
AODV,AODV.C_Fresher,1,104
AODV,AODV.C_Fresher,2,69
AODV,AODV.C_Fresher,3,6
AODV,AODV.C_Fresher,4,7
AODV,AODV.C_Seq_Invariants,1,34
AODV,AODV.C_Seq_Invariants,2,17
AODV,AODV.C_Seq_Invariants,3,11
AODV,AODV.C_Seq_Invariants,4,7
AODV,AODV.C_Seq_Invariants,5,5
AODV,AODV.C_Seq_Invariants,6,4
AODV,AODV.C_Seq_Invariants,7,4
AODV,AODV.C_Seq_Invariants,8,3
AODV,AODV.C_Seq_Invariants,9,3
AODV,AODV.C_Seq_Invariants,10,3
AODV,AODV.C_Seq_Invariants,11,3
AODV,AODV.C_Seq_Invariants,12,2
AODV,AODV.C_Quality_Increases,1,33
AODV,AODV.C_Quality_Increases,2,20
AODV,AODV.C_Quality_Increases,3,2
AODV,AODV.C_Quality_Increases,4,2
AODV,AODV.C_OAodv,1,10
AODV,AODV.C_OAodv,2,8
AODV,AODV.C_Global_Invariants,1,25
AODV,AODV.C_Global_Invariants,2,12
AODV,AODV.C_Global_Invariants,3,8
AODV,AODV.C_Global_Invariants,4,5
AODV,AODV.C_Global_Invariants,5,4
AODV,AODV.C_Global_Invariants,6,2
AODV,AODV.C_Global_Invariants,7,2
AODV,AODV.C_Loop_Freedom,1,10
AODV,AODV.C_Loop_Freedom,2,5
AODV,AODV.C_Aodv_Loop_Freedom,1,94
AODV,AODV.C_Aodv_Loop_Freedom,2,45
AODV,AODV.C_Aodv_Loop_Freedom,3,7
AODV,AODV.C_Aodv_Loop_Freedom,4,5
AODV,AODV.C_Aodv_Loop_Freedom,5,2
AODV,AODV.C_Aodv_Loop_Freedom,6,2
AODV,AODV.C_Aodv_Loop_Freedom,7,2
AODV,AODV.D_Aodv_Data,1,205
AODV,AODV.D_Aodv_Data,2,122
AODV,AODV.D_Aodv_Data,3,19
AODV,AODV.D_Aodv_Data,4,13
AODV,AODV.D_Aodv_Data,5,3
AODV,AODV.D_Aodv_Data,6,2
AODV,AODV.D_Aodv_Message,1,335
AODV,AODV.D_Aodv_Message,2,231
AODV,AODV.D_Aodv_Message,3,5
AODV,AODV.D_Aodv_Message,4,3
AODV,AODV.D_Aodv,1,988
AODV,AODV.D_Aodv,2,695
AODV,AODV.D_Aodv,3,13
AODV,AODV.D_Aodv,4,7
AODV,AODV.D_Aodv,5,3
AODV,AODV.D_Aodv,6,4
AODV,AODV.D_Aodv,7,2
AODV,AODV.D_Aodv,8,2
AODV,AODV.D_Aodv_Predicates,1,49
AODV,AODV.D_Aodv_Predicates,2,6
AODV,AODV.D_Fresher,1,110
AODV,AODV.D_Fresher,2,70
AODV,AODV.D_Fresher,3,8
AODV,AODV.D_Fresher,4,6
AODV,AODV.D_Fresher,5,2
AODV,AODV.D_Seq_Invariants,1,36
AODV,AODV.D_Seq_Invariants,2,19
AODV,AODV.D_Seq_Invariants,3,11
AODV,AODV.D_Seq_Invariants,4,6
AODV,AODV.D_Seq_Invariants,5,5
AODV,AODV.D_Seq_Invariants,6,4
AODV,AODV.D_Seq_Invariants,7,3
AODV,AODV.D_Seq_Invariants,8,2
AODV,AODV.D_Seq_Invariants,9,2
AODV,AODV.D_Quality_Increases,1,33
AODV,AODV.D_Quality_Increases,2,20
AODV,AODV.D_Quality_Increases,3,2
AODV,AODV.D_Quality_Increases,4,2
AODV,AODV.D_OAodv,1,10
AODV,AODV.D_OAodv,2,8
AODV,AODV.D_Global_Invariants,1,26
AODV,AODV.D_Global_Invariants,2,14
AODV,AODV.D_Global_Invariants,3,6
AODV,AODV.D_Global_Invariants,4,5
AODV,AODV.D_Global_Invariants,5,4
AODV,AODV.D_Global_Invariants,6,2
AODV,AODV.D_Global_Invariants,7,2
AODV,AODV.D_Loop_Freedom,1,10
AODV,AODV.D_Loop_Freedom,2,5
AODV,AODV.D_Aodv_Loop_Freedom,1,94
AODV,AODV.D_Aodv_Loop_Freedom,2,45
AODV,AODV.D_Aodv_Loop_Freedom,3,7
AODV,AODV.D_Aodv_Loop_Freedom,4,5
AODV,AODV.D_Aodv_Loop_Freedom,5,2
AODV,AODV.D_Aodv_Loop_Freedom,6,2
AODV,AODV.D_Aodv_Loop_Freedom,7,2
AODV,AODV.E_Aodv_Data,1,162
AODV,AODV.E_Aodv_Data,2,91
AODV,AODV.E_Aodv_Data,3,14
AODV,AODV.E_Aodv_Data,4,9
AODV,AODV.E_Aodv_Data,5,3
AODV,AODV.E_Aodv_Data,6,2
AODV,AODV.E_Aodv_Message,1,335
AODV,AODV.E_Aodv_Message,2,230
AODV,AODV.E_Aodv_Message,3,5
AODV,AODV.E_Aodv_Message,4,3
AODV,AODV.E_Aodv,1,910
AODV,AODV.E_Aodv,2,633
AODV,AODV.E_Aodv,3,9
AODV,AODV.E_Aodv,4,6
AODV,AODV.E_Aodv,5,2
AODV,AODV.E_Aodv,6,2
AODV,AODV.E_Aodv_Predicates,1,49
AODV,AODV.E_Aodv_Predicates,2,6
AODV,AODV.E_Fresher,1,104
AODV,AODV.E_Fresher,2,67
AODV,AODV.E_Fresher,3,7
AODV,AODV.E_Fresher,4,7
AODV,AODV.E_Seq_Invariants,1,34
AODV,AODV.E_Seq_Invariants,2,18
AODV,AODV.E_Seq_Invariants,3,11
AODV,AODV.E_Seq_Invariants,4,8
AODV,AODV.E_Seq_Invariants,5,6
AODV,AODV.E_Seq_Invariants,6,5
AODV,AODV.E_Seq_Invariants,7,4
AODV,AODV.E_Seq_Invariants,8,4
AODV,AODV.E_Seq_Invariants,9,3
AODV,AODV.E_Seq_Invariants,10,2
AODV,AODV.E_Seq_Invariants,11,2
AODV,AODV.E_Seq_Invariants,12,2
AODV,AODV.E_Quality_Increases,1,33
AODV,AODV.E_Quality_Increases,2,19
AODV,AODV.E_Quality_Increases,3,2
AODV,AODV.E_Quality_Increases,4,2
AODV,AODV.E_OAodv,1,10
AODV,AODV.E_OAodv,2,8
AODV,AODV.E_Global_Invariants,1,25
AODV,AODV.E_Global_Invariants,2,13
AODV,AODV.E_Global_Invariants,3,7
AODV,AODV.E_Global_Invariants,4,5
AODV,AODV.E_Global_Invariants,5,4
AODV,AODV.E_Global_Invariants,6,2
AODV,AODV.E_Global_Invariants,7,2
AODV,AODV.E_Loop_Freedom,1,10
AODV,AODV.E_Loop_Freedom,2,6
AODV,AODV.E_Aodv_Loop_Freedom,1,94
AODV,AODV.E_Aodv_Loop_Freedom,2,44
AODV,AODV.E_Aodv_Loop_Freedom,3,7
AODV,AODV.E_Aodv_Loop_Freedom,4,6
AODV,AODV.E_Aodv_Loop_Freedom,5,3
AODV,AODV.E_Aodv_Loop_Freedom,6,3
AODV,AODV.E_Aodv_Loop_Freedom,7,2
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,1,341
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,2,211
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,3,47
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,4,32
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,5,22
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,6,14
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,7,7
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,8,5
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,9,3
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon,10,3
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon_Addition,1,20
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon_Addition,2,11
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon_Addition,3,2
Combinatorics_Words_Lyndon,Combinatorics_Words_Lyndon.Lyndon_Addition,4,2
CoreC++,CoreC++.Auxiliary,1,34
CoreC++,CoreC++.Auxiliary,2,10
CoreC++,CoreC++.Auxiliary,3,3
CoreC++,CoreC++.Type,1,509
CoreC++,CoreC++.Type,2,214
CoreC++,CoreC++.Type,3,12
CoreC++,CoreC++.Type,4,8
CoreC++,CoreC++.Type,5,3
CoreC++,CoreC++.Type,6,2
CoreC++,CoreC++.Value,1,338
CoreC++,CoreC++.Value,2,232
CoreC++,CoreC++.Value,3,10
CoreC++,CoreC++.Value,4,6
CoreC++,CoreC++.Expr,1,1636
CoreC++,CoreC++.Expr,2,1261
CoreC++,CoreC++.Expr,3,105
CoreC++,CoreC++.Expr,4,70
CoreC++,CoreC++.Expr,5,41
CoreC++,CoreC++.Expr,6,34
CoreC++,CoreC++.Expr,7,25
CoreC++,CoreC++.Expr,8,19
CoreC++,CoreC++.Expr,9,9
CoreC++,CoreC++.Expr,10,8
CoreC++,CoreC++.Decl,1,35
CoreC++,CoreC++.Decl,2,14
CoreC++,CoreC++.Decl,3,8
CoreC++,CoreC++.Decl,4,5
CoreC++,CoreC++.Decl,5,3
CoreC++,CoreC++.Decl,6,3
CoreC++,CoreC++.Decl,7,3
CoreC++,CoreC++.Decl,8,3
CoreC++,CoreC++.Decl,9,2
CoreC++,CoreC++.ClassRel,1,69
CoreC++,CoreC++.ClassRel,2,40
CoreC++,CoreC++.ClassRel,3,7
CoreC++,CoreC++.ClassRel,4,6
CoreC++,CoreC++.ClassRel,5,4
CoreC++,CoreC++.ClassRel,6,4
CoreC++,CoreC++.ClassRel,7,4
CoreC++,CoreC++.ClassRel,8,3
CoreC++,CoreC++.SubObj,1,201
CoreC++,CoreC++.SubObj,2,122
CoreC++,CoreC++.SubObj,3,25
CoreC++,CoreC++.SubObj,4,17
CoreC++,CoreC++.SubObj,5,11
CoreC++,CoreC++.SubObj,6,7
CoreC++,CoreC++.SubObj,7,6
CoreC++,CoreC++.SubObj,8,4
CoreC++,CoreC++.SubObj,9,3
CoreC++,CoreC++.SubObj,10,3
CoreC++,CoreC++.SubObj,11,2
CoreC++,CoreC++.Objects,1,27
CoreC++,CoreC++.Objects,2,9
CoreC++,CoreC++.Objects,3,3
CoreC++,CoreC++.Objects,4,2
CoreC++,CoreC++.Objects,5,2
CoreC++,CoreC++.Exceptions,1,31
CoreC++,CoreC++.Exceptions,2,20
CoreC++,CoreC++.Exceptions,3,5
CoreC++,CoreC++.Exceptions,4,4
CoreC++,CoreC++.Syntax,1,8
CoreC++,CoreC++.Syntax,2,2
CoreC++,CoreC++.State,1,8
CoreC++,CoreC++.State,2,2
CoreC++,CoreC++.BigStep,1,147
CoreC++,CoreC++.BigStep,2,85
CoreC++,CoreC++.BigStep,3,6
CoreC++,CoreC++.BigStep,4,5
CoreC++,CoreC++.BigStep,5,3
CoreC++,CoreC++.BigStep,6,2
CoreC++,CoreC++.SmallStep,1,337
CoreC++,CoreC++.SmallStep,2,218
CoreC++,CoreC++.SmallStep,3,15
CoreC++,CoreC++.SmallStep,4,10
CoreC++,CoreC++.SmallStep,5,6
CoreC++,CoreC++.SmallStep,6,5
CoreC++,CoreC++.SmallStep,7,4
CoreC++,CoreC++.SmallStep,8,3
CoreC++,CoreC++.SystemClasses,1,12
CoreC++,CoreC++.SystemClasses,2,8
CoreC++,CoreC++.SystemClasses,3,4
CoreC++,CoreC++.SystemClasses,4,3
CoreC++,CoreC++.TypeRel,1,15
CoreC++,CoreC++.TypeRel,2,10
CoreC++,CoreC++.WellType,1,66
CoreC++,CoreC++.WellType,2,42
CoreC++,CoreC++.WellType,3,4
CoreC++,CoreC++.WellType,4,3
CoreC++,CoreC++.WellForm,1,99
CoreC++,CoreC++.WellForm,2,58
CoreC++,CoreC++.WellForm,3,11
CoreC++,CoreC++.WellForm,4,8
CoreC++,CoreC++.WellForm,5,4
CoreC++,CoreC++.WellForm,6,3
CoreC++,CoreC++.WellForm,7,2
CoreC++,CoreC++.WWellForm,1,5
CoreC++,CoreC++.WWellForm,2,3
CoreC++,CoreC++.Equivalence,1,92
CoreC++,CoreC++.Equivalence,2,62
CoreC++,CoreC++.Equivalence,3,17
CoreC++,CoreC++.Equivalence,4,13
CoreC++,CoreC++.Equivalence,5,5
CoreC++,CoreC++.Equivalence,6,4
CoreC++,CoreC++.Equivalence,7,3
CoreC++,CoreC++.Equivalence,8,2
CoreC++,CoreC++.DefAss,1,84
CoreC++,CoreC++.DefAss,2,60
CoreC++,CoreC++.DefAss,3,11
CoreC++,CoreC++.DefAss,4,6
CoreC++,CoreC++.DefAss,5,3
CoreC++,CoreC++.DefAss,6,2
CoreC++,CoreC++.WellTypeRT,1,89
CoreC++,CoreC++.WellTypeRT,2,57
CoreC++,CoreC++.WellTypeRT,3,4
CoreC++,CoreC++.WellTypeRT,4,3
CoreC++,CoreC++.Conform,1,95
CoreC++,CoreC++.Conform,2,41
CoreC++,CoreC++.Conform,3,7
CoreC++,CoreC++.Conform,4,4
CoreC++,CoreC++.Conform,5,3
CoreC++,CoreC++.Conform,6,2
CoreC++,CoreC++.Conform,7,2
CoreC++,CoreC++.Progress,1,54
CoreC++,CoreC++.Progress,2,39
CoreC++,CoreC++.Progress,3,5
CoreC++,CoreC++.Progress,4,3
CoreC++,CoreC++.Progress,5,2
CoreC++,CoreC++.Progress,6,2
CoreC++,CoreC++.Progress,7,2
CoreC++,CoreC++.HeapExtension,1,32
CoreC++,CoreC++.HeapExtension,2,18
CoreC++,CoreC++.HeapExtension,3,4
CoreC++,CoreC++.HeapExtension,4,3
CoreC++,CoreC++.CWellForm,1,8
CoreC++,CoreC++.CWellForm,2,5
CoreC++,CoreC++.TypeSafe,1,76
CoreC++,CoreC++.TypeSafe,2,49
CoreC++,CoreC++.TypeSafe,3,11
CoreC++,CoreC++.TypeSafe,4,7
CoreC++,CoreC++.TypeSafe,5,7
CoreC++,CoreC++.TypeSafe,6,3
CoreC++,CoreC++.TypeSafe,7,3
CoreC++,CoreC++.TypeSafe,8,3
CoreC++,CoreC++.TypeSafe,9,2
CoreC++,CoreC++.Determinism,1,9
CoreC++,CoreC++.Determinism,2,5
CoreC++,CoreC++.Annotate,1,51
CoreC++,CoreC++.Annotate,2,27
CoreC++,CoreC++.Annotate,3,3
CoreC++,CoreC++.Annotate,4,3
CoreC++,CoreC++.Execute,1,822
CoreC++,CoreC++.Execute,2,523
CoreC++,CoreC++.Execute,3,128
CoreC++,CoreC++.Execute,4,87
CoreC++,CoreC++.Execute,5,48
CoreC++,CoreC++.Execute,6,36
CoreC++,CoreC++.Execute,7,26
CoreC++,CoreC++.Execute,8,21
CoreC++,CoreC++.Execute,9,13
CoreC++,CoreC++.Execute,10,9
CoreC++,CoreC++.Execute,11,5
CoreC++,CoreC++.Execute,12,4
CoreC++,CoreC++.Execute,13,2
CoreC++,CoreC++.Execute,14,2
Gabow_SCC,Gabow_SCC.Gabow_Skeleton,1,635
Gabow_SCC,Gabow_SCC.Gabow_Skeleton,2,428
Gabow_SCC,Gabow_SCC.Gabow_Skeleton,3,49
Gabow_SCC,Gabow_SCC.Gabow_Skeleton,4,37
Gabow_SCC,Gabow_SCC.Gabow_Skeleton,5,18
Gabow_SCC,Gabow_SCC.Gabow_Skeleton,6,14
Gabow_SCC,Gabow_SCC.Gabow_Skeleton,7,6
Gabow_SCC,Gabow_SCC.Gabow_Skeleton,8,3
Gabow_SCC,Gabow_SCC.Gabow_Skeleton,9,3
Gabow_SCC,Gabow_SCC.Gabow_Skeleton,10,2
Gabow_SCC,Gabow_SCC.Gabow_SCC,1,122
Gabow_SCC,Gabow_SCC.Gabow_SCC,2,81
Gabow_SCC,Gabow_SCC.Gabow_SCC,3,20
Gabow_SCC,Gabow_SCC.Gabow_SCC,4,17
Gabow_SCC,Gabow_SCC.Gabow_SCC,5,8
Gabow_SCC,Gabow_SCC.Gabow_SCC,6,8
Gabow_SCC,Gabow_SCC.Gabow_SCC,7,4
Gabow_SCC,Gabow_SCC.Gabow_SCC,8,3
Gabow_SCC,Gabow_SCC.Gabow_SCC,9,3
Gabow_SCC,Gabow_SCC.Gabow_SCC,10,3
Gabow_SCC,Gabow_SCC.Gabow_SCC,11,2
Gabow_SCC,Gabow_SCC.Gabow_SCC,12,2
Gabow_SCC,Gabow_SCC.Find_Path,1,8
Gabow_SCC,Gabow_SCC.Find_Path,2,2
Gabow_SCC,Gabow_SCC.Gabow_GBG,1,316
Gabow_SCC,Gabow_SCC.Gabow_GBG,2,196
Gabow_SCC,Gabow_SCC.Gabow_GBG,3,64
Gabow_SCC,Gabow_SCC.Gabow_GBG,4,60
Gabow_SCC,Gabow_SCC.Gabow_GBG,5,21
Gabow_SCC,Gabow_SCC.Gabow_GBG,6,14
Gabow_SCC,Gabow_SCC.Gabow_GBG,7,5
