component,session,theory,info,warn,error
Launchbury,Launchbury,Launchbury.AList-Utils-Nominal,0,1,1
Launchbury,Launchbury,Launchbury.Nominal-HOLCF,0,3,9
Launchbury,Launchbury,Launchbury.Env-HOLCF,0,0,5
Launchbury,Launchbury,Launchbury.Iterative,0,1,2
Launchbury,Launchbury,Launchbury.Env-Nominal,0,1,3
Launchbury,Launchbury,Launchbury.HeapSemantics,0,1,1
Launchbury,Launchbury,Launchbury.Terms,0,5,6
Launchbury,Launchbury,Launchbury.AbstractDenotational,0,1,0
Launchbury,Launchbury,Launchbury.Substitution,0,3,12
Launchbury,Launchbury,Launchbury.Abstract-Denotational-Props,1,1,0
Launchbury,Launchbury,Launchbury.Value,0,0,2
Launchbury,Launchbury,Launchbury.CorrectnessOriginal,0,0,1
Launchbury,Launchbury,Launchbury.C,0,0,1
Launchbury,Launchbury,Launchbury.CValue,0,0,1
Launchbury,Launchbury,Launchbury.HOLCF-Meet,0,0,2
Launchbury,Launchbury,Launchbury.C-Meet,0,2,6
Launchbury,Launchbury,Launchbury.C-restr,0,0,5
Launchbury,Launchbury,Launchbury.ResourcedAdequacy,0,3,1
Launchbury,Launchbury,Launchbury.ValueSimilarity,1,0,11
Launchbury,Launchbury,Launchbury.Denotational-Related,0,0,1
Lazy-Lists-II,Lazy-Lists-II,Lazy-Lists-II.LList2,0,2,0
Lehmer,Lehmer,Lehmer.Lehmer,0,0,1
Lifting_the_Exponent,Lifting_the_Exponent,Lifting_the_Exponent.LTE,0,1,0
LightweightJava,LightweightJava,LightweightJava.Lightweight_Java_Definition,0,0,1
LightweightJava,LightweightJava,LightweightJava.Lightweight_Java_Equivalence,21,61,70
LightweightJava,LightweightJava,LightweightJava.Lightweight_Java_Proof,41,120,135
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.QE,0,1,3
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.DLO,0,0,4
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.QEdlo_fr,0,0,1
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.QEdlo_inf,0,0,9
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.LinArith,0,0,7
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.QElin,0,2,3
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.QElin_opt,1,0,0
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.QElin_inf,0,0,3
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.PresArith,0,0,9
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.QEpres,0,0,17
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.Cooper,1,0,11
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.CertDlo,0,1,4
LinearQuantifierElim,LinearQuantifierElim,LinearQuantifierElim.CertLin,0,0,15
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Missing_Matrix,0,2,1
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Missing_VS_Connect,0,2,8
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Integral_Bounded_Vectors,0,2,6
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Cone,0,1,17
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Convex_Hull,0,2,13
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Normal_Vector,0,1,7
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Fundamental_Theorem_Linear_Inequalities,0,9,9
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Farkas_Lemma,0,1,1
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Farkas_Minkowsky_Weyl,0,0,5
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Decomposition_Theorem,0,3,3
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Mixed_Integer_Solutions,0,2,6
Linear_Inequalities,Linear_Inequalities,Linear_Inequalities.Integer_Hull,0,0,8
Linear_Programming,Linear_Programming,Linear_Programming.More_Jordan_Normal_Forms,0,1,0
Linear_Programming,Linear_Programming,Linear_Programming.LP_Preliminaries,0,1,1
Linear_Recurrences,Linear_Recurrences,Linear_Recurrences.RatFPS,0,0,2
Linear_Recurrences,Linear_Recurrences,Linear_Recurrences.Linear_Recurrences_Misc,0,0,1
Linear_Recurrences,Linear_Recurrences,Linear_Recurrences.Partial_Fraction_Decomposition,0,0,1
Linear_Recurrences,Linear_Recurrences,Linear_Recurrences.Factorizations,0,1,0
Linear_Recurrences,Linear_Recurrences,Linear_Recurrences.Linear_Homogenous_Recurrences,0,0,2
Linear_Recurrences,Linear_Recurrences,Linear_Recurrences.Linear_Inhomogenous_Recurrences,0,0,1
Linear_Recurrences,Linear_Recurrences,Linear_Recurrences.Rational_FPS_Asymptotics,0,0,1
Liouville_Numbers,Liouville_Numbers,Liouville_Numbers.Liouville_Numbers_Misc,0,0,3
Liouville_Numbers,Liouville_Numbers,Liouville_Numbers.Liouville_Numbers,0,1,2
List-Index,List-Index,List-Index.List_Index,0,0,6
List-Infinite,List-Infinite,List-Infinite.Util_NatInf,0,11,44
List-Infinite,List-Infinite,List-Infinite.Util_Nat,0,1,4
List-Infinite,List-Infinite,List-Infinite.Util_Div,3,10,67
List-Infinite,List-Infinite,List-Infinite.SetInterval2,0,21,46
List-Infinite,List-Infinite,List-Infinite.SetIntervalCut,2,3,20
List-Infinite,List-Infinite,List-Infinite.SetIntervalStep,11,39,163
List-Infinite,List-Infinite,List-Infinite.List2,4,25,71
List-Infinite,List-Infinite,List-Infinite.InfiniteSet2,3,1,32
List-Infinite,List-Infinite,List-Infinite.ListInf,2,29,68
List-Infinite,List-Infinite,List-Infinite.ListInf_Prefix,2,13,22
List_Interleaving,List_Interleaving,List_Interleaving.ListInterleaving,0,60,26
List_Inversions,List_Inversions,List_Inversions.List_Inversions,0,1,0
List_Update,List_Update,List_Update.Inversion,0,0,1
List_Update,List_Update,List_Update.On_Off,0,1,0
List_Update,List_Update,List_Update.Prob_Theory,0,5,11
List_Update,List_Update,List_Update.Move_to_Front,0,2,3
List_Update,List_Update,List_Update.Bit_Strings,0,1,0
List_Update,List_Update,List_Update.MTF2_Effects,0,4,2
List_Update,List_Update,List_Update.BIT,2,12,5
List_Update,List_Update,List_Update.RExp_Var,1,5,12
List_Update,List_Update,List_Update.OPT2,0,10,13
List_Update,List_Update,List_Update.Phase_Partitioning,0,0,3
List_Update,List_Update,List_Update.List_Factoring,1,15,18
List_Update,List_Update,List_Update.TS,5,6,12
List_Update,List_Update,List_Update.BIT_pairwise,0,4,12
List_Update,List_Update,List_Update.BIT_2comp_on2,1,0,8
List_Update,List_Update,List_Update.Comb,8,2,8
LocalLexing,LocalLexing,LocalLexing.Limit,1,5,11
LocalLexing,LocalLexing,LocalLexing.LocalLexingLemmas,0,0,12
LocalLexing,LocalLexing,LocalLexing.Derivations,3,2,38
LocalLexing,LocalLexing,LocalLexing.Validity,0,0,4
LocalLexing,LocalLexing,LocalLexing.TheoremD2,1,0,21
LocalLexing,LocalLexing,LocalLexing.TheoremD4,1,0,11
LocalLexing,LocalLexing,LocalLexing.TheoremD5,4,1,70
LocalLexing,LocalLexing,LocalLexing.TheoremD6,1,0,44
LocalLexing,LocalLexing,LocalLexing.TheoremD7,1,0,9
LocalLexing,LocalLexing,LocalLexing.TheoremD8,1,0,7
LocalLexing,LocalLexing,LocalLexing.TheoremD9,0,3,7
LocalLexing,LocalLexing,LocalLexing.Ladder,7,2,166
LocalLexing,LocalLexing,LocalLexing.TheoremD10,2,0,22
LocalLexing,LocalLexing,LocalLexing.TheoremD11,2,0,0
LocalLexing,LocalLexing,LocalLexing.TheoremD12,0,0,2
LocalLexing,LocalLexing,LocalLexing.TheoremD14,1,0,22
LocalLexing,LocalLexing,LocalLexing.MainTheorems,0,0,5
Locally-Nameless-Sigma,Locally-Nameless-Sigma,Locally-Nameless-Sigma.ListPre,0,12,0
Locally-Nameless-Sigma,Locally-Nameless-Sigma,Locally-Nameless-Sigma.FMap,0,6,6
Locally-Nameless-Sigma,Locally-Nameless-Sigma,Locally-Nameless-Sigma.Sigma,0,81,36
Locally-Nameless-Sigma,Locally-Nameless-Sigma,Locally-Nameless-Sigma.ParRed,0,9,18
Locally-Nameless-Sigma,Locally-Nameless-Sigma,Locally-Nameless-Sigma.Environments,0,12,0
Locally-Nameless-Sigma,Locally-Nameless-Sigma,Locally-Nameless-Sigma.TypedSigma,0,5,4
Logging_Independent_Anonymity,Logging_Independent_Anonymity,Logging_Independent_Anonymity.Definitions,0,1,0
Logging_Independent_Anonymity,Logging_Independent_Anonymity,Logging_Independent_Anonymity.Anonymity,0,23,24
Logging_Independent_Anonymity,Logging_Independent_Anonymity,Logging_Independent_Anonymity.Possibility,0,9,11
Lower_Semicontinuous,Lower_Semicontinuous,Lower_Semicontinuous.Lower_Semicontinuous,0,0,14
Lp,Lp,Lp.Functional_Spaces,0,16,11
Lp,Lp,Lp.Lp,0,22,33
MFMC_Countable,MFMC_Countable,MFMC_Countable.MFMC_Misc,0,0,1
MFMC_Countable,MFMC_Countable,MFMC_Countable.Matrix_For_Marginals,2,2,5
MFMC_Countable,MFMC_Countable,MFMC_Countable.MFMC_Network,0,1,1
MFMC_Countable,MFMC_Countable,MFMC_Countable.MFMC_Web,1,6,4
MFMC_Countable,MFMC_Countable,MFMC_Countable.MFMC_Reduction,0,0,3
MFMC_Countable,MFMC_Countable,MFMC_Countable.MFMC_Bounded,0,6,0
MFMC_Countable,MFMC_Countable,MFMC_Countable.MFMC_Flow_Attainability,0,1,3
MFMC_Countable,MFMC_Countable,MFMC_Countable.MFMC_Unbounded,3,5,18
MFMC_Countable,MFMC_Countable,MFMC_Countable.Rel_PMF_Characterisation_MFMC,0,0,1
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Code_Double,0,2,0
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Formula,0,8,0
MFODL_Monitor_Optimized,MFODL_Monitor_Optimized,MFODL_Monitor_Optimized.Monitor,0,3,0
MFOTL_Monitor,MFOTL_Monitor,MFOTL_Monitor.Table,1,2,0
MFOTL_Monitor,MFOTL_Monitor,MFOTL_Monitor.MFOTL,0,4,0
MFOTL_Monitor,MFOTL_Monitor,MFOTL_Monitor.Monitor,0,2,0
MFOTL_Monitor,MFOTL_Monitor,MFOTL_Monitor.Slicing,0,2,0
MSO_Regex_Equivalence,MSO_Regex_Equivalence,MSO_Regex_Equivalence.Pi_Regular_Set,0,1,1
MSO_Regex_Equivalence,MSO_Regex_Equivalence,MSO_Regex_Equivalence.Pi_Regular_Exp,0,0,4
MSO_Regex_Equivalence,MSO_Regex_Equivalence,MSO_Regex_Equivalence.Pi_Derivatives,0,2,0
MSO_Regex_Equivalence,MSO_Regex_Equivalence,MSO_Regex_Equivalence.Pi_Regular_Operators,0,0,10
MSO_Regex_Equivalence,MSO_Regex_Equivalence,MSO_Regex_Equivalence.Pi_Regular_Exp_Dual,0,0,1
MSO_Regex_Equivalence,MSO_Regex_Equivalence,MSO_Regex_Equivalence.Pi_Equivalence_Checking,0,2,3
MSO_Regex_Equivalence,MSO_Regex_Equivalence,MSO_Regex_Equivalence.Init_Normalization,0,0,1
MSO_Regex_Equivalence,MSO_Regex_Equivalence,MSO_Regex_Equivalence.Formula,0,1,0
MSO_Regex_Equivalence,MSO_Regex_Equivalence,MSO_Regex_Equivalence.M2L,0,0,1
MSO_Regex_Equivalence,MSO_Regex_Equivalence,MSO_Regex_Equivalence.WS1S,0,2,1
Markov_Models,Markov_Models,Markov_Models.Markov_Models_Auxiliary,1,2,4
Markov_Models,Markov_Models,Markov_Models.Discrete_Time_Markov_Chain,2,3,11
Markov_Models,Markov_Models,Markov_Models.Trace_Space_Equals_Markov_Processes,0,0,1
Markov_Models,Markov_Models,Markov_Models.Classifying_Markov_Chain_States,2,6,16
Markov_Models,Markov_Models,Markov_Models.Markov_Decision_Process,0,4,0
Markov_Models,Markov_Models,Markov_Models.MDP_Reachability_Problem,0,3,5
Markov_Models,Markov_Models,Markov_Models.Discrete_Time_Markov_Process,0,2,4
Markov_Models,Markov_Models,Markov_Models.Continuous_Time_Markov_Chain,1,3,14
Markov_Models,Markov_Models,Markov_Models.Example_A,0,0,1
Markov_Models,Markov_Models,Markov_Models.PCTL,0,2,4
Markov_Models,Markov_Models,Markov_Models.PGCL,0,0,1
Markov_Models,Markov_Models,Markov_Models.Crowds_Protocol,0,1,11
Markov_Models,Markov_Models,Markov_Models.Zeroconf_Analysis,0,0,3
Markov_Models,Markov_Models,Markov_Models.Gossip_Broadcast,0,1,0
Markov_Models,Markov_Models,Markov_Models.MDP_RP_Certification,0,1,1
Markov_Models,Markov_Models,Markov_Models.MDP_RP,0,1,5
Marriage,Marriage,Marriage.Marriage,0,1,0
Mason_Stothers,Mason_Stothers,Mason_Stothers.Mason_Stothers,0,0,4
Matrices_for_ODEs,Matrices_for_ODEs,Matrices_for_ODEs.MTX_Preliminaries,0,2,4
Matrices_for_ODEs,Matrices_for_ODEs,Matrices_for_ODEs.MTX_Norms,0,3,7
Matrices_for_ODEs,Matrices_for_ODEs,Matrices_for_ODEs.SQ_MTX,0,5,5
Matrices_for_ODEs,Matrices_for_ODEs,Matrices_for_ODEs.MTX_Flows,0,3,3
Matrices_for_ODEs,Matrices_for_ODEs,Matrices_for_ODEs.MTX_Examples,0,1,3
Matrix,Matrix,Matrix.Utility,0,3,0
Matrix,Matrix,Matrix.Matrix_Legacy,0,19,11
Matrix_Tensor,Matrix_Tensor,Matrix_Tensor.Matrix_Tensor,0,11,1
Matroids,Matroids,Matroids.Matroid,0,0,1
Median_Of_Medians_Selection,Median_Of_Medians_Selection,Median_Of_Medians_Selection.Median_Of_Medians_Selection,0,4,6
Menger,Menger,Menger.Y_eq_new_last,0,0,1
Menger,Menger,Menger.Menger,0,0,1
Mersenne_Primes,Mersenne_Primes,Mersenne_Primes.Lucas_Lehmer_Auxiliary,0,1,0
Mersenne_Primes,Mersenne_Primes,Mersenne_Primes.Lucas_Lehmer,0,8,1
Metalogic_ProofChecker,Metalogic_ProofChecker,Metalogic_ProofChecker.Term,0,3,0
Metalogic_ProofChecker,Metalogic_ProofChecker,Metalogic_ProofChecker.EqualityProof,0,2,0
Metalogic_ProofChecker,Metalogic_ProofChecker,Metalogic_ProofChecker.ProofTerm,0,1,0
Metalogic_ProofChecker,Metalogic_ProofChecker,Metalogic_ProofChecker.Instances,0,0,1
Metalogic_ProofChecker,Metalogic_ProofChecker,Metalogic_ProofChecker.TheoryExe,0,2,0
MiniML,MiniML,MiniML.Type,0,1,1
MiniML,MiniML,MiniML.Instance,3,4,19
MiniML,MiniML,MiniML.Generalize,1,2,9
MiniML,MiniML,MiniML.MiniML,5,0,17
MiniML,MiniML,MiniML.W,6,5,23
MiniSail,MiniSail,MiniSail.Nominal-Utils,0,16,4
MiniSail,MiniSail,MiniSail.Syntax,0,6,7
MiniSail,MiniSail,MiniSail.IVSubst,0,11,18
MiniSail,MiniSail,MiniSail.BTVSubst,0,18,27
MiniSail,MiniSail,MiniSail.RCLogic,0,0,2
MiniSail,MiniSail,MiniSail.SyntaxL,0,3,1
MiniSail,MiniSail,MiniSail.WellformedL,0,18,1
MiniSail,MiniSail,MiniSail.Typing,0,0,1
MiniSail,MiniSail,MiniSail.Operational,0,0,3
MiniSail,MiniSail,MiniSail.RCLogicL,0,31,0
MiniSail,MiniSail,MiniSail.TypingL,0,10,1
MiniSail,MiniSail,MiniSail.ContextSubtypingL,0,2,0
MiniSail,MiniSail,MiniSail.IVSubstTypingL,0,7,2
MiniSail,MiniSail,MiniSail.BTVSubstTypingL,0,0,2
MiniSail,MiniSail,MiniSail.Safety,0,3,0
Minimal_SSA,Minimal_SSA,Minimal_SSA.Irreducible,0,6,4
Minkowskis_Theorem,Minkowskis_Theorem,Minkowskis_Theorem.Minkowskis_Theorem,0,0,3
Minsky_Machines,Minsky_Machines,Minsky_Machines.Minsky,1,0,0
Modal_Logics_for_NTS,Modal_Logics_for_NTS,Modal_Logics_for_NTS.Formula,0,0,3
Modal_Logics_for_NTS,Modal_Logics_for_NTS,Modal_Logics_for_NTS.Equivalence_Implies_Bisimilarity,0,2,0
Modal_Logics_for_NTS,Modal_Logics_for_NTS,Modal_Logics_for_NTS.Expressive_Completeness,0,2,0
Modal_Logics_for_NTS,Modal_Logics_for_NTS,Modal_Logics_for_NTS.FL_Formula,0,0,7
Modal_Logics_for_NTS,Modal_Logics_for_NTS,Modal_Logics_for_NTS.FL_Equivalence_Implies_Bisimilarity,0,2,0
Modal_Logics_for_NTS,Modal_Logics_for_NTS,Modal_Logics_for_NTS.L_Transform,0,1,0
Modal_Logics_for_NTS,Modal_Logics_for_NTS,Modal_Logics_for_NTS.Weak_Equivalence_Implies_Bisimilarity,0,4,0
Modal_Logics_for_NTS,Modal_Logics_for_NTS,Modal_Logics_for_NTS.Weak_Expressive_Completeness,0,2,0
Modal_Logics_for_NTS,Modal_Logics_for_NTS,Modal_Logics_for_NTS.S_Transform,0,2,0
Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security.EventSystems,0,13,2
Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security.StateEventSystems,0,3,1
Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security.BSPTaxonomy,0,2,0
Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security.SecureSystems,0,1,0
Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security.UnwindingResults,0,0,4
Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security.CompositionBase,0,1,0
Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security,Modular_Assembly_Kit_Security.CompositionalityResults,0,5,0
Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms.Matrix_Change_Row,0,1,0
Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms.Storjohann_Mod_Operation,0,10,23
Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms.Storjohann,0,3,12
Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms.Storjohann_Impl,0,7,5
Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms.Uniqueness_Hermite,0,3,0
Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms.Uniqueness_Hermite_JNF,0,9,4
Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms.HNF_Mod_Det_Algorithm,0,5,5
Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms.HNF_Mod_Det_Soundness,0,79,350
Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms,Modular_arithmetic_LLL_and_HNF_algorithms.LLL_Certification_via_HNF,0,0,3
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.State_Heap,0,0,3
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Memory,1,0,0
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Pair_Memory,1,5,4
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Memory_Heap,1,1,6
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Bottom_Up_Computation,0,1,0
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Heap_Main,2,0,1
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Example_Misc,2,0,0
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Bellman_Ford,0,3,2
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Knapsack,0,1,0
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Counting_Tiles,0,3,3
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.CYK,0,0,2
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Min_Ed_Dist0,0,0,3
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.OptBST,0,0,3
Monad_Memo_DP,Monad_Memo_DP,Monad_Memo_DP.Longest_Common_Subsequence,0,0,1
MonoBoolTranAlgebra,MonoBoolTranAlgebra,MonoBoolTranAlgebra.Mono_Bool_Tran,4,0,22
MonoBoolTranAlgebra,MonoBoolTranAlgebra,MonoBoolTranAlgebra.Mono_Bool_Tran_Algebra,5,13,71
MonoBoolTranAlgebra,MonoBoolTranAlgebra,MonoBoolTranAlgebra.Assertion_Algebra,0,0,9
MonoBoolTranAlgebra,MonoBoolTranAlgebra,MonoBoolTranAlgebra.Statements,1,5,26
MonoidalCategory,MonoidalCategory,MonoidalCategory.MonoidalCategory,0,26,5
MonoidalCategory,MonoidalCategory,MonoidalCategory.MonoidalFunctor,0,1,0
MonoidalCategory,MonoidalCategory,MonoidalCategory.FreeMonoidalCategory,0,1,1
Monomorphic_Monad,Monomorphic_Monad,Monomorphic_Monad.Monomorphic_Monad,4,3,1
MuchAdoAboutTwo,MuchAdoAboutTwo,MuchAdoAboutTwo.MuchAdoAboutTwo,0,6,0
Multi_Party_Computation,Multi_Party_Computation,Multi_Party_Computation.Uniform_Sampling,0,0,3
Multi_Party_Computation,Multi_Party_Computation,Multi_Party_Computation.ETP_OT,2,1,2
Multi_Party_Computation,Multi_Party_Computation,Multi_Party_Computation.ETP_RSA_OT,0,0,4
Multi_Party_Computation,Multi_Party_Computation,Multi_Party_Computation.Noar_Pinkas_OT,0,0,1
Multi_Party_Computation,Multi_Party_Computation,Multi_Party_Computation.OT14,4,0,0
Multi_Party_Computation,Multi_Party_Computation,Multi_Party_Computation.GMW,1,3,5
Multi_Party_Computation,Multi_Party_Computation,Multi_Party_Computation.Secure_Multiplication,0,0,1
Multirelations,Multirelations,Multirelations.C_Algebras,0,0,3
Multirelations,Multirelations,Multirelations.Multirelations,0,5,7
Myhill-Nerode,Myhill-Nerode,Myhill-Nerode.Folds,0,0,1
Myhill-Nerode,Myhill-Nerode,Myhill-Nerode.Myhill_1,0,2,16
Myhill-Nerode,Myhill-Nerode,Myhill-Nerode.Myhill_2,0,0,9
Myhill-Nerode,Myhill-Nerode,Myhill-Nerode.Closures,0,0,4
Myhill-Nerode,Myhill-Nerode,Myhill-Nerode.Closures2,0,0,7
Myhill-Nerode,Myhill-Nerode,Myhill-Nerode.Non_Regular_Languages,0,0,1
Name_Carrying_Type_Inference,Name_Carrying_Type_Inference,Name_Carrying_Type_Inference.Permutation,0,4,0
Name_Carrying_Type_Inference,Name_Carrying_Type_Inference,Name_Carrying_Type_Inference.PreSimplyTyped,0,1,0
Name_Carrying_Type_Inference,Name_Carrying_Type_Inference,Name_Carrying_Type_Inference.SimplyTyped,0,41,9
Nash_Williams,Nash_Williams,Nash_Williams.Nash_Williams,0,3,0
Nat-Interval-Logic,Nat-Interval-Logic,Nat-Interval-Logic.IL_Interval,11,8,95
Nat-Interval-Logic,Nat-Interval-Logic,Nat-Interval-Logic.IL_IntervalOperators,22,27,228
Nat-Interval-Logic,Nat-Interval-Logic,Nat-Interval-Logic.IL_TemporalOperators,9,9,99
Native_Word,Native_Word,Native_Word.Code_Symbolic_Bits_Int,0,0,1
Native_Word,Native_Word,Native_Word.Bits_Integer,0,1,0
Native_Word,Native_Word,Native_Word.Code_Target_Word_Base,0,0,1
Native_Word,Native_Word,Native_Word.Uint32,0,1,0
Native_Word,Native_Word,Native_Word.Uint16,0,1,0
Native_Word,Native_Word,Native_Word.Uint8,0,1,0
Native_Word,Native_Word,Native_Word.Uint,0,1,0
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.Multiset_More,0,1,1
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.Signed_Multiset,0,9,1
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.Nested_Multiset,0,2,0
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.Hereditary_Multiset,0,2,3
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.Syntactic_Ordinal,4,5,0
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.Signed_Syntactic_Ordinal,0,2,0
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.Syntactic_Ordinal_Bridge,0,1,0
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.McCarthy_91,0,0,1
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.Hydra_Battle,0,2,1
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.Goodstein_Sequence,0,2,0
Nested_Multisets_Ordinals,Nested_Multisets_Ordinals,Nested_Multisets_Ordinals.Unary_PCF,0,2,2
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.FiniteGraph,0,0,1
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.FiniteListGraph_Impl,0,0,1
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.TopoS_Interface,0,0,2
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.TopoS_withOffendingFlows,0,5,5
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.TopoS_ENF,0,6,5
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.vertex_example_simps,0,2,1
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.SINVAR_Subnets2,0,0,19
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.SINVAR_BLPstrict,0,0,11
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.SINVAR_Tainting,0,0,7
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.SINVAR_BLPbasic,0,0,5
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.SINVAR_TaintingTrusted,0,0,11
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.SINVAR_BLPtrusted,1,0,9
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.Analysis_Tainting,0,0,8
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.TopoS_Interface_impl,1,0,0
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.SINVAR_Subnets,0,0,21
Network_Security_Policy_Verification,Network_Security_Policy_Verification,Network_Security_Policy_Verification.SINVAR_Subnets_impl,1,0,0
