"name","alpha","comp"
"GoedelGod",1.4728344596637,-1.29420457768841
"Goodstein_Lambda",1.92558333970009,-3.43242236561484
"GPU_Kernel_PL",1.30589433772674,-45.6494307101865
"Graph_Saturation",1.83398622626154,-3.05917702462326
"Graph_Theory",2.14741693346594,-2.64836760625353
"GraphMarkingIBP",2.22394327389682,-0.136245968522124
"Green",2.57450092378979,-3.36917587241962
"Groebner_Bases",1.81865440098595,-0.56141739655673
"Groebner_Macaulay",2.08395630660779,-Inf
"Gromov_Hyperbolicity",2.10310131162651,-0.82719590368555
"Grothendieck_Schemes",2.79896658945376,0.0489511275339143
"Group-Ring-Module",2.11766620179799,0.0601607447998638
"Hahn_Jordan_Decomposition",2.25109406162438,-0.41254070616234
"Heard_Of",2.05168743561826,-7.98538697552283
"Hello_World",2.10233515502346,-0.000296318259529915
"HereditarilyFinite",2.02546963900703,-0.754249500873506
"Hermite",1.72528969741873,-6.94017271913671
"Hermite_Lindemann",1.95453696617144,-5.54361559089185
"Hidden_Markov_Models",1.49985537337094,1.32564167503093
"Higher_Order_Terms",1.51587303606982,-24.5533838210224
"Hoare_Time",1.40711445328949,-74.0824837776209
"HOL-CSP",1.79580431413879,-2.04917334192412
"HOLCF-Prelude",2.36054533447677,-0.10385499668809
"Hood_Melville_Queue",1.72887547670857,-2.82076202089702
"HotelKeyCards",2.29133241046764,-0.0173630639407771
"HRB-Slicing",1.47534251218167,-2.30073054645499
"Huffman",1.75453845984268,-1.33701468691671
"Hybrid_Logic",1.54508886509764,-5.07350491097328
"Hybrid_Multi_Lane_Spatial_Logic",1.7178405685364,-0.283266575732814
"Hybrid_Systems_VCs",1.87632865694545,-0.760516370912325
"HyperCTL",1.74112021934833,-0.849884810296031
"IEEE_Floating_Point",1.69260049776365,-11.2615403348273
"IFC_Tracking",1.59146024232444,-8.24948381523058
"IMAP-CRDT",1.4248949610707,0.669410029854121
"IMO2019",1.73835885156535,-4.11400068088045
"IMP_Compiler",1.35586506400779,-2.03712558931303
"IMP2",1.50238443025211,-18.6265142743166
"IMP2_Binary_Heap",4.07950687693781,-Inf
"Imperative_Insertion_Sort",2.03908949360004,-0.559686553111199
"Impossible_Geometry",1.46909163582079,-2.42152835271443
"Incompleteness",1.79995615219889,-7.70476972499755
"Incredible_Proof_Machine",2.8826497784867,-0.164689676593476
"Inductive_Confidentiality",1.7914939302279,-2.73577080945485
"Inductive_Inference",1.81496032517271,-Inf
"InformationFlowSlicing",1.4082135131153,-4.12278880475778
"InformationFlowSlicing_Inter",1.42403299312474,-3.22057571968309
"InfPathElimination",1.8748242478456,-1.58454519938426
"Integration",1.99707585265436,-1.09768060528811
"Interpreter_Optimizations",1.93144690588602,-15.8330569229687
"Interval_Arithmetic_Word32",1.4506833544735,-11.8147107899936
"IP_Addresses",1.28342356729554,-26.8639048734355
"Iptables_Semantics",1.57635191430771,0.0858024101146464
"Isabelle_Marries_Dirac",1.82213546324195,-12.3838893545764
"Isabelle_Meta_Model",1.80777817965779,-17.5466969323551
"IsaGeoCoq",2.90414131597338,-Inf
"Jacobson_Basic_Algebra",2.88845051069193,-2.19904176069002
"Jinja",1.5525063422218,-26.0981743244905
"JinjaDCI",1.39879318249307,3.85336541801018
"JinjaThreads",1.57599178688062,-72.6254573848421
"JiveDataStoreModel",1.50170857385154,-41.6813693813399
"Jordan_Hoelder",2.96522547294001,-0.155918409258755
"Jordan_Normal_Form",2.03528289067188,-1.30911471081747
"KAD",1.07404337777986,-0.00398853347886874
"KAT_and_DRA",1.62252992031874,-3.99288883428895
"KBPs",1.56140551146852,-2.81255591469665
"KD_Tree",2.15294672205982,0.0398994959241068
"Key_Agreement_Strong_Adversaries",1.86712831978405,-2.37225300698182
"Kleene_Algebra",1.51722389592772,-0.264982763943726
"Knot_Theory",1.95360741146575,-1.07361475856389
"Knuth_Bendix_Order",1.80680404624902,-0.80676164522415
"Knuth_Morris_Pratt",1.68945781437473,0.0283793166656738
"Koenigsberg_Friendship",1.53079397624082,-3.51288567148562
"Kruskal",2.50428748682423,-0.693397712296567
"Kuratowski_Closure_Complement",1.57010042726756,-5.81259193417468
"Lam-ml-Normalization",1.92133934589917,-4.49521726874225
"Lambda_Free_EPO",1.71914537784463,-3.88967798611907
"Lambda_Free_KBOs",1.64029484545542,-6.92232774061562
"Lambda_Free_RPOs",1.78787195883661,-2.18309294849812
"LambdaAuth",1.2576758931021,-34.0007090753678
"LambdaMu",1.82156688290248,-4.30711090569378
"Lambert_W",2.08698110666561,-0.429179672458899
"Landau_Symbols",1.65580674520024,-8.52466166496005
"Laplace_Transform",1.83716881640515,-2.50044957816928
"Latin_Square",3.58593055284041,0.00849151635990841
"LatticeProperties",1.86336575744241,-9.02657475178668
"Launchbury",1.52834791978631,-15.1206420449126
"Lazy_Case",1.55707512736473,-2.02091128649929
"Lazy-Lists-II",2.73542680563939,-0.148753866037959
"Lifting_Definition_Option",2.6056866085455,-0.501316390171799
"LightweightJava",2.09961018928856,-0.0637916403556251
"Linear_Inequalities",2.92197089923149,-1.17118521463842
"Linear_Programming",1.65687335625956,-18.712614987488
"Linear_Recurrences",2.60271464586395,0.0725551510170048
"LinearQuantifierElim",1.43897950540112,-0.560524078057346
"List_Interleaving",1.75405125552771,-Inf
"List_Inversions",1.93693612982085,-2.13957612189252
"List_Update",2.23188672046792,-1.64436796809875
"List-Index",1.63828269041966,-1.44664404650191
"List-Infinite",1.73494840338307,-8.02301455489287
"LLL_Basis_Reduction",2.27545523381937,-1.11420258802505
"LLL_Factorization",3.28667144063986,-0.0445822988797122
"Localization_Ring",1.37987203474688,-2.38204868037764
"LocalLexing",2.17398147595985,-0.138042312818802
"Locally-Nameless-Sigma",1.7919145657723,-0.944438215148736
"LOFT",1.51606108888644,-7.02086563179888
"Logging_Independent_Anonymity",1.54923837117886,-3.76393896607173
"Lowe_Ontological_Argument",2.15662635577513,-0.0751020650336673
"Lower_Semicontinuous",2.05516175969349,-0.0988084843452115
"Lp",2.07450363781608,-0.71904574261404
"LTL",1.34403479510064,-29.7201971790805
"LTL_Master_Theorem",1.74187335827484,-7.27567834756737
"LTL_Normal_Form",1.75152155235912,-1.18617502331709
"LTL_to_DRA",1.45929726614361,-23.154771897901
"LTL_to_GBA",2.2308192122567,-0.299729914842259
"Markov_Models",1.78156348319143,-7.44908052615391
"Matrices_for_ODEs",1.87285770613996,-0.17866053656056
"Matrix",1.60193698154424,-9.21448419015547
"Matrix_Tensor",1.69027171673906,-2.04926579027861
"Matroids",1.78533088294625,-2.25398940996378
"Max-Card-Matching",1.57744073596182,-1.71711315869334
"Median_Of_Medians_Selection",1.61916095248866,-1.76752404815343
"Menger",1.93685066615698,-1.16166218348765
"Mereology",1.65555794568358,-4.47959502795859
"Mersenne_Primes",1.75440816207663,-5.12027333305842
"Metalogic_ProofChecker",1.80738424000454,-Inf
"MFMC_Countable",1.77890883959081,-7.85670144334109
"MFODL_Monitor_Optimized",1.45544183324445,-10.1853953032383
"MFOTL_Monitor",1.42307824816573,-17.4899100279385
"Minimal_SSA",1.67945081357487,-2.16220020183704
"MiniML",1.84907678254852,-4.46818247813522
"MiniSail",2.49062986336726,-0.0100715657407999
"Minsky_Machines",1.54590851515801,-0.472095906790207
"Modal_Logics_for_NTS",1.75533423422659,-14.74879508202
"Modular_arithmetic_LLL_and_HNF_algorithms",2.66486313428199,-0.912020991575912
"Modular_Assembly_Kit_Security",2.68825612673037,0.130769879549478
"Monad_Memo_DP",2.04998963901042,-2.69503102535201
"MonoBoolTranAlgebra",2.07337817349327,-0.1628755095538
"MonoidalCategory",1.26547916571059,-26.0546137554554
"Monomorphic_Monad",1.732678682761,-23.8258459256238
"MSO_Regex_Equivalence",1.43790669732208,-3.78741075726244
"MuchAdoAboutTwo",1.87586528316335,-0.475278037509745
"Multi_Party_Computation",2.93578769393293,-Inf
"Multirelations",1.51247920549635,-169.696248296754
"Myhill-Nerode",2.2587551846551,-0.28065218444877
"Name_Carrying_Type_Inference",1.54158660902406,-4.21340025067022
"Nash_Williams",1.5335914346666,-2.43007866386305
"Nat-Interval-Logic",1.88684961358299,-2.8960496029611
"Native_Word",1.9231834724357,-2.36125584484237
"Nested_Multisets_Ordinals",1.79583210638747,-5.12256548235534
"Network_Security_Policy_Verification",1.74013613490017,-42.3283758349247
"Neumann_Morgenstern_Utility",1.86330564781434,-0.0674083542120079
"No_FTL_observers",1.74994004727756,-1.78827333323276
"Nominal2",2.06666975978366,0.0209975175729724
"Noninterference_Concurrent_Composition",1.70379892708718,-1.60233823603913
"Noninterference_CSP",1.63862929665522,-26.0988905893693
"Noninterference_Generic_Unwinding",1.60294852545897,-0.451667377829907
"Noninterference_Inductive_Unwinding",1.7051389734495,-2.04655913957304
"Noninterference_Ipurge_Unwinding",4.10013700749801,-Inf
"Noninterference_Sequential_Composition",2.17704956479236,-0.81999402563001
"NormByEval",1.38116903074006,-2.59103303964091
"Nullstellensatz",1.61290993927478,-5.7272265348822
"Octonions",3.7777237160452,-Inf
"Open_Induction",1.89379286686102,-2.39467048620807
"OpSets",1.53021992480663,-9.34257551788149
"Optics",2.35308525418949,-0.0115702572859875
"Optimal_BST",1.88653781282896,-0.89115950850055
"Orbit_Stabiliser",1.37898119638861,-3.36847710726618
"Order_Lattice_Props",1.66001565637451,-Inf
"Ordered_Resolution_Prover",1.75257050853994,-4.30376427599246
"Ordinal",1.94577674992966,-1.21245223368843
"Ordinal_Partitions",1.77952429353129,-12.1602133156704
"Ordinary_Differential_Equations",1.83374151851834,-10.9090674578759
"PAC_Checker",1.66522894902868,-15.3659376085339
"Padic_Ints",2.32421516261061,-0.0557113633296498
"Pairing_Heap",2.00177400256607,-1.13019659773039
"PAL",1.23538077163849,-1.78809315556625
"Paraconsistency",1.41830305294072,-5.47051940880091
"Parity_Game",1.9247783661572,-0.0963109864866185
"Partial_Function_MR",1.48904117736142,-Inf
"Partial_Order_Reduction",2.55176822722816,-0.40553275298795
"Password_Authentication_Protocol",1.69477146493197,0.0282341192187081
"PCF",1.47178249260901,-9.92368977677181
"Pell",2.43930298624066,-0.148954911894278
"Perron_Frobenius",2.62464288304076,-0.118895556545665
"pGCL",1.68260252591979,-28.6246771858708
"Physical_Quantities",1.84622473524518,-2.32094566583392
"Pi_Calculus",1.76429674835091,-12.464681998701
"Planarity_Certificates",2.48286904097429,-Inf
"PLM",1.76687408943428,-2.28009345370218
"Poincare_Bendixson",2.81714012479449,-0.0278360728377494
"Poincare_Disc",3.03836104977699,-0.0347308898815024
"Polynomial_Factorization",3.18853283270548,-0.608219085111372
"Polynomial_Interpolation",1.75199637613984,-0.881359934849427
"Polynomials",1.76132310696704,-1.36262621127782
"Pop_Refinement",3.15678480238383,0.0563356481922228
"POPLmark-deBruijn",1.71923865047762,-6.73370008207511
"Posix-Lexing",1.37796601473243,-2.70452451632644
"Possibilistic_Noninterference",1.73393052233641,-4.08060857839252
"Power_Sum_Polynomials",2.51932888085195,-0.0329521253468259
"Pratt_Certificate",2.12333990142877,-1.77417189725583
"Presburger-Automata",1.57629288629208,-15.3648520522729
"Prim_Dijkstra_Simple",1.94268164533174,-24.0654122455853
"Prime_Distribution_Elementary",2.1272575841267,-0.140124061208115
"Prime_Number_Theorem",2.36574824801226,-0.166277275492442
"Priority_Queue_Braun",3.34144946541299,0.00327259299644611
"Priority_Search_Trees",2.27324473120463,-0.337299242518194
"Probabilistic_Noninterference",1.59710155291896,-3.86808513069935
"Probabilistic_Prime_Tests",1.68853623726809,-17.4102288757151
"Probabilistic_System_Zoo",1.43791097778088,-201.152638478187
"Probabilistic_Timed_Automata",2.52965180035441,-0.0416281263767275
"Probabilistic_While",1.88972608803709,-1.97103222943375
"Program-Conflict-Analysis",1.59103020768442,-11.7747737444531
"Progress_Tracking",2.05976068571279,-0.22927257062726
"Projective_Geometry",2.35264606190665,-0.245103624138453
"Projective_Measurements",2.24065058727134,-1.44303860771718
"Promela",1.80486246699624,-3.95134144034921
"Propositional_Proof_Systems",1.68515666190743,-0.848802575676294
"PropResPI",2.06445592270301,0.0420069967110006
"Prpu_Maxflow",2.30818006907278,-0.200672857981031
"PSemigroupsConvolution",1.52184854302069,-0.377049625937389
"PseudoHoops",1.34975317870728,-2.39336495257327
"Psi_Calculi",1.67967027355418,-37.9607821778319
"Public_Announcement_Logic",1.3372690940499,-1.0619836831575
"QHLProver",2.0286329269754,-3.52832260760206
"QR_Decomposition",1.72927651230363,0.0490962836511186
"Quantales",1.44737348911196,-2.91016299888172
"Quaternions",2.14661853436581,-0.611004023823268
"Quick_Sort_Cost",1.6494378901613,-4.42295180273193
"Random_BSTs",1.75621361834518,-1.04599732098482
"Random_Graph_Subgraph_Threshold",3.26822864260712,-0.128443218354567
"Randomised_BSTs",1.58329437613551,-7.7668792941828
"Randomised_Social_Choice",3.88176243717191,-Inf
"Rank_Nullity_Theorem",1.87229852251416,-Inf
"Real_Impl",1.76314989812657,-0.885552970890305
"Real_Power",2.45678053546343,0.00218264597598417
"Recursion-Addition",1.8592933900621,-0.814581458370933
"Recursion-Theory-I",1.71879701762833,-0.914210935573966
"Refine_Imperative_HOL",1.85141888584369,-6.2065713995551
"Refine_Monadic",1.67589374301613,-6.1543480716824
"RefinementReactive",1.9025486250366,-9.30782955861484
"Regex_Equivalence",1.32661200156646,-77.1358569374055
"Registers",2.72401617937149,-0.0366351355701031
"Regression_Test_Selection",1.51060445922441,-18.1897460371368
"Regular_Algebras",1.31162253356914,-1.0825341235248
"Regular-Sets",1.29850924951968,-13.3059463930942
"Relation_Algebra",1.43703961774459,0.212620446038466
"Relational_Disjoint_Set_Forests",1.79523707894597,-9.27812611121079
"Relational_Forests",1.94006612456816,-13.5572799209889
"Relational_Method",1.61895943927173,-0.0251153516934117
"Relational_Minimum_Spanning_Trees",1.82974867414104,-4.89012449948674
"Relational_Paths",1.8078291772581,-0.821532697909994
"Relational-Incorrectness-Logic",2.25797737219742,-0.0334167601923034
"Rep_Fin_Groups",2.04225878900585,-1.38767775659652
"Residuated_Lattices",1.72299160574235,-0.25806464569787
"Resolution_FOL",1.95635122875827,-0.736221232800262
"Rewriting_Z",2.77988157427785,0.0163478071665226
"Ribbon_Proofs",1.69366867505434,-18.8303680877594
"Robbins-Conjecture",1.70618604849872,-0.337880277745904
"ROBDD",1.44232602645809,-28.8436620738712
"Robinson_Arithmetic",1.25745760236642,-11.7002423238899
"Root_Balanced_Tree",1.73954333767182,-7.08350124231522
"Routing",1.94394042130992,-0.593730325993132
"RSAPSS",1.74060569601028,0.116840189150851
"Safe_Distance",2.06126082028796,-1.62235345362052
"Safe_OCL",1.54548196681172,-9.07375127229661
"SATSolverVerification",2.51746312855192,-Inf
"Saturation_Framework",2.09641664418117,-2.19332014891237
"Saturation_Framework_Extensions",2.64098249926251,-0.400726104080343
"SC_DOM_Components",2.48783250404932,-1.18968333567352
"Schutz_Spacetime",2.00404344220872,-0.781233749820817
"SDS_Impossibility",1.32384656792942,-0.630209093248232
"Secondary_Sylow",1.58485090278258,-3.85214721018054
"Security_Protocol_Refinement",1.84997078835774,-0.597364629631211
"Selection_Heap_Sort",2.96162112970504,-Inf
"SenSocialChoice",2.06058888591373,-1.67217767147115
"Separata",1.76891188993992,0.198795778320765
"Separation_Algebra",1.70285138733755,-9.66576615103831
"Separation_Logic_Imperative_HOL",2.12174751679565,-0.143535211674791
"SequentInvertibility",1.72185876145469,-25.3825095216102
"Shadow_DOM",2.69385722877272,0.215169810989456
"Shadow_SC_DOM",2.19991337301549,-2.72905719535763
"Shivers-CFA",1.70914076183198,-8.68191619871675
"ShortestPath",3.30859986360027,-0.0167528667206158
"Show",2.54933056828716,0.0031080788351705
"SIFPL",1.67668348224244,-2.33336289393126
"SIFUM_Type_Systems",1.60977208388996,-1.0948731437672
"Sigma_Commit_Crypto",2.94299731743377,0.161134344861886
"Signature_Groebner",1.75425288650966,-0.542378837116869
"Simpl",1.92292035932849,-0.529640006459654
