"name","alpha","comp"
"Simple_Firewall",2.06214752843806,-0.465044099292439
"Simplex",1.91438562245064,-7.58252873914789
"Simplicial_complexes_and_boolean_functions",1.90575580296287,-1.39591798345327
"SimplifiedOntologicalArgument",1.66704952650057,0.668425029347636
"Skew_Heap",1.38372386916306,-0.249219080981037
"Skip_Lists",2.20243044366884,-2.97177761824138
"Slicing",2.2687945273342,0.00473774917027026
"Sliding_Window_Algorithm",1.75348333458183,-0.178366980286563
"Smith_Normal_Form",2.81792772289995,-0.257249851795469
"Smooth_Manifolds",1.74357096736227,-0.252322178258522
"Sort_Encodings",1.82893805677374,-2.28687859307052
"Source_Coding_Theorem",1.81889441878267,-0.256716243314585
"SPARCv8",1.46222898879915,-4.09976239264154
"Special_Function_Bounds",3.21916918795151,-0.378889488203717
"Splay_Tree",2.32418615459091,-2.44960733181441
"Sqrt_Babylonian",2.62932179232435,0.00299747114589199
"Stable_Matching",1.72420057832151,-1.96216433505043
"Statecharts",1.64127662362811,-2.43905730157159
"Stateful_Protocol_Composition_and_Typing",1.36836458832424,-119.831459980575
"Stellar_Quorums",3.4636026833499,-Inf
"Stern_Brocot",1.84082683629872,-4.93702448646507
"Stirling_Formula",2.5825640142585,-0.506505720428646
"Stochastic_Matrices",1.74750252587858,-0.897227680643534
"Stone_Algebras",1.61571674030314,-1.68978399852577
"Stone_Kleene_Relation_Algebras",1.53014351936973,0.588001306280975
"Stone_Relation_Algebras",1.5306817645064,-1.94819462936708
"Store_Buffer_Reduction",1.75361247780477,-9.54299249412491
"Stream_Fusion_Code",1.78688239848084,-0.552545104071565
"Stream-Fusion",2.75118167307264,-0.00782795184664442
"Strong_Security",1.55178098681977,-1.03279612007095
"Sturm_Sequences",1.93056845908323,-2.34438643646546
"Sturm_Tarski",1.6544469739147,-8.15591931572328
"Stuttering_Equivalence",1.64922345402516,-6.45177216060016
"Subresultants",2.55363761293634,-1.08172837949202
"Subset_Boolean_Algebras",1.55455671690125,-6.42883598567603
"SuperCalc",2.01442856557765,-0.305707587511344
"Surprise_Paradox",2.8923011904323,-Inf
"Symmetric_Polynomials",2.51412145893861,-0.0224783586683457
"Syntax_Independent_Logic",1.85982500052662,-1.17239143167485
"Szemeredi_Regularity",1.72085126795066,-1.66577003702673
"Szpilrajn",1.78924156569631,-0.767206174937101
"Tail_Recursive_Functions",1.93830404946832,-0.126173919189013
"Tarskis_Geometry",2.13021382122155,-0.370994254084881
"Taylor_Models",1.44975759152868,-7.15805374421963
"TESL_Language",1.46802747806161,-3.72918025871228
"Three_Circles",2.96870917723017,-0.0293380428342758
"Timed_Automata",1.71879960664006,-7.82147964516718
"TLA",1.67691730109601,-2.12711080390967
"Topological_Semantics",1.74061054069692,-1.30154526249698
"Topology",2.30156751453454,-0.033024573170108
"TortoiseHare",1.84061802663142,-1.99922970677851
"Transformer_Semantics",1.6500533328973,-2.39275548302906
"Transition_Systems_and_Automata",2.99465773857518,-1.59790179659227
"Transitive-Closure",2.01154514594867,-3.37435621104757
"Transitive-Closure-II",3.32603385571463,-0.00571661969687587
"Treaps",1.92538248009264,-1.15570432143323
"Tree_Decomposition",1.77247672066597,-0.472777662336379
"Tree-Automata",2.02719234980803,-0.266246512952461
"Triangle",1.68770755010034,-1.13291385604659
"Trie",1.84228931964654,0.00668620345000948
"Twelvefold_Way",2.4177232100725,-1.36014615885491
"Tycon",1.80131165292091,-2.24203831758628
"Types_Tableaus_and_Goedels_God",1.76676827759774,-1.89210654402126
"Types_To_Sets_Extension",1.78337160144897,-2.80753313558142
"Universal_Turing_Machine",2.20978663029621,-0.235572287867741
"UpDown_Scheme",2.29770800219925,-0.304083341698173
"UPF",1.39568967623099,-11.3409173987747
"UPF_Firewall",1.59570549005614,-31.4333341102775
"UTP",1.64911815732896,-1.75172690048009
"Valuation",2.56629268842688,-0.0389387641828542
"Van_der_Waerden",3.76678827756384,-Inf
"Van_Emde_Boas_Trees",2.04142595462372,-0.14944714469686
"VectorSpace",2.20360817077557,-1.18673182501051
"VeriComp",1.44042832466716,-10.2248125767887
"Verified_SAT_Based_AI_Planning",2.03500447037407,-1.97972638302482
"Verified-Prover",1.59855642496938,-1.02006901472776
"VerifyThis2018",1.67175175805817,-35.6671506351768
"VerifyThis2019",2.35097261697975,-2.44663932332643
"Vickrey_Clarke_Groves",1.94062693829694,-1.37026998163028
"Virtual_Substitution",1.61602800149323,-0.322129389169611
"VolpanoSmith",1.59841044579925,-5.4077424823881
"WebAssembly",1.42876511351485,-26.8617835336394
"Weight_Balanced_Trees",2.50222232428864,0.00204779325429794
"Weighted_Path_Order",2.33062643484624,-2.16548341369587
"Well_Quasi_Orders",1.42302324238258,-34.8323977247539
"WHATandWHERE_Security",1.59503519689659,-0.216036964735964
"Winding_Number_Eval",4.84151206436379,-0.00469827125774169
"WOOT_Strong_Eventual_Consistency",1.68306692571868,-8.73412451919324
"Word_Lib",1.91562161361503,-15.9498310258606
"WorkerWrapper",1.81606255561284,-3.28221121788015
"X86_Semantics",2.61072884045346,0.0210637477749804
"XML",2.35171684938668,-Inf
"Zeta_3_Irrational",2.02303262427382,-3.11710773536572
"Zeta_Function",2.2570094112057,-0.189688157369617
"ZFC_in_HOL",2.2491134330929,-0.453995672368494
